year,round,pick_in_round,overall_pick,team,player,keeper,position,position_source
2026,8,12,96,malle_dips_pouches,Mike Washington Jr.,False,RB,NFLverse Exact
2026,9,1,97,malle_dips_pouches,Michael Wilson,False,WR,NFLverse Exact
2026,9,2,98,Patty Primetimes,Josh Downs,False,WR,NFLverse Exact
2026,9,3,99,Joe Mantegna,Tyler Warren,True,TE,NFLverse Exact
2026,9,4,100,Malle ❤️ 🐸,Quentin Johnston,False,WR,NFLverse Exact
2026,9,5,101,Buttermilk Puuump,Alec Pierce,False,WR,NFLverse Exact
2026,9,6,102,ThreatLevelMidnight,Jordan Addison,False,WR,NFLverse Exact
2026,9,7,103,The Big Gronkowski,Aaron Jones Sr.,False,RB,NFLverse Exact
2026,9,8,104,Pop Lockett Drop it,De'Zhaun Stribling,False,WR,NFLverse Exact
2026,9,9,105,Voldemort,Michael Pittman Jr.,False,WR,NFLverse Exact
2026,9,10,106,Post Mahomes,Cam Skattebo,True,RB,NFLverse Exact
2026,9,11,107,Uncle Rico,KC Concepcion,False,WR,NFLverse Exact
2026,9,12,108,Ginger FC,Bo Nix,False,QB,NFLverse Exact
2026,10,1,109,Ginger FC,Dalton Kincaid,False,TE,NFLverse Exact
2026,10,2,110,Uncle Rico,Kyle Monangai,False,RB,NFLverse Exact
2026,10,3,111,Post Mahomes,Kenny Gainwell,False,RB,NFLverse Exact
2026,10,4,112,Voldemort,Rachaad White,False,RB,NFLverse Exact
2026,10,5,113,Pop Lockett Drop it,Woody Marks,False,RB,NFLverse Exact
2026,10,6,114,The Big Gronkowski,Matthew Golden,False,WR,NFLverse Exact
2026,10,7,115,ThreatLevelMidnight,Chris Rodriguez Jr.,False,RB,NFLverse Exact
2026,10,8,116,Buttermilk Puuump,Jakobi Meyers,False,WR,NFLverse Exact
2026,10,9,117,Malle ❤️ 🐸,Dallas Goedert,False,TE,NFLverse Exact
2026,10,10,118,Joe Mantegna,Makai Lemon,False,WR,NFLverse Exact
2026,10,11,119,Patty Primetimes,Tyler Allgeier,False,RB,NFLverse Exact
2026,10,12,120,malle_dips_pouches,Jalen Coker,False,WR,NFLverse Exact
2026,11,1,121,malle_dips_pouches,Jared Goff,False,QB,NFLverse Exact
2026,11,2,122,Patty Primetimes,Isaiah Likely,False,TE,NFLverse Exact
2026,11,3,123,Joe Mantegna,Keaton Mitchell,False,RB,NFLverse Exact
2026,11,4,124,Malle ❤️ 🐸,Rashid Shaheed,False,WR,NFLverse Exact
2026,11,5,125,Buttermilk Puuump,Hunter Henry,False,TE,NFLverse Exact
2026,11,6,126,ThreatLevelMidnight,Zach Charbonnet,False,RB,NFLverse Exact
2026,11,7,127,The Big Gronkowski,Xavier Worthy,False,WR,NFLverse Exact
2026,11,8,128,Pop Lockett Drop it,Romeo Doubs,False,WR,NFLverse Exact
2026,11,9,129,Voldemort,Brock Purdy,False,QB,NFLverse Exact
2026,11,10,130,Post Mahomes,Patrick Mahomes,False,QB,NFLverse Exact
2026,11,11,131,Uncle Rico,Wan'Dale Robinson,False,WR,NFLverse Exact
2026,11,12,132,Ginger FC,Tyjae Spears,False,RB,NFLverse Exact
2026,12,1,133,Ginger FC,Denzel Boston,False,WR,NFLverse Exact
2026,12,2,134,Uncle Rico,Matthew Stafford,False,QB,NFLverse Exact
2026,12,3,135,Post Mahomes,Texans,False,DEF,Defense
2026,12,4,136,Voldemort,Juwan Johnson,False,TE,NFLverse Exact
2026,12,5,137,Pop Lockett Drop it,Khalil Shakir,False,WR,NFLverse Exact
2026,12,6,138,The Big Gronkowski,Tank Bigsby,False,RB,NFLverse Exact
2026,12,7,139,ThreatLevelMidnight,Jake Ferguson,False,TE,NFLverse Exact
2026,12,8,140,Buttermilk Puuump,Harrison Mevis,False,K,NFLverse Exact
2026,12,9,141,Malle ❤️ 🐸,Jaxson Dart,False,QB,NFLverse Exact
2026,12,10,142,Joe Mantegna,Dalton Schultz,False,TE,NFLverse Exact
2026,12,11,143,Patty Primetimes,Rams,False,DEF,Defense
2026,12,12,144,malle_dips_pouches,Seahawks,False,DEF,Defense
2026,13,1,145,malle_dips_pouches,Brandon Aubrey,False,K,NFLverse Exact
2026,13,2,146,Patty Primetimes,Emmett Johnson,False,RB,NFLverse Exact
2026,13,3,147,Joe Mantegna,Kyler Murray,False,QB,NFLverse Exact
2026,13,4,148,Malle ❤️ 🐸,Jonah Coleman,False,RB,NFLverse Exact
2026,13,5,149,Buttermilk Puuump,Broncos,False,DEF,Defense
2026,13,6,150,ThreatLevelMidnight,Ka'imi Fairbairn,False,K,NFLverse Exact
2026,13,7,151,The Big Gronkowski,Jordan Love,False,QB,NFLverse Exact
2026,13,8,152,Pop Lockett Drop it,Kayshon Boutte,False,WR,NFLverse Exact
2026,13,9,153,Voldemort,Jordyn Tyson,False,WR,NFLverse Exact
2026,13,10,154,Post Mahomes,Dylan Sampson,False,RB,NFLverse Exact
2026,13,11,155,Uncle Rico,Terrance Ferguson,False,TE,NFLverse Exact
2026,13,12,156,Ginger FC,Jalen McMillan,False,WR,NFLverse Exact
2026,14,1,157,Ginger FC,Jaguars,False,DEF,Defense
2026,14,2,158,Uncle Rico,Cameron Dicker,False,K,NFLverse Exact
2026,14,3,159,Post Mahomes,Cam Little,False,K,NFLverse Exact
2026,14,4,160,Voldemort,Eagles,False,DEF,Defense
2026,14,5,161,Pop Lockett Drop it,Jason Myers,False,K,NFLverse Exact
2026,14,6,162,The Big Gronkowski,Ravens,False,DEF,Defense
2026,14,7,163,ThreatLevelMidnight,Chargers,False,DEF,Defense
2026,14,8,164,Buttermilk Puuump,Deebo Samuel Sr.,False,WR,NFLverse Exact
2026,14,9,165,Malle ❤️ 🐸,Vikings,False,DEF,Defense
2026,14,10,166,Joe Mantegna,Patriots,False,DEF,Defense
2026,14,11,167,Patty Primetimes,Evan McPherson,False,K,NFLverse Exact
2026,14,12,168,malle_dips_pouches,Caleb Douglas,False,WR,NFLverse Exact
2026,15,1,169,malle_dips_pouches,Brenton Strange,False,TE,NFLverse Exact
2026,15,2,170,Patty Primetimes,Baker Mayfield,False,QB,NFLverse Exact
2026,15,3,171,Joe Mantegna,Tyler Loop,False,K,NFLverse Exact
2026,15,4,172,Malle ❤️ 🐸,Will Reichard,False,K,NFLverse Exact
2026,15,5,173,Buttermilk Puuump,Malik Willis,False,QB,NFLverse Exact
2026,15,6,174,ThreatLevelMidnight,Ray Davis,False,RB,NFLverse Exact
2026,15,7,175,The Big Gronkowski,Harrison Butker,False,K,NFLverse Exact
2026,15,8,176,Pop Lockett Drop it,Lions,False,DEF,Defense
2026,15,9,177,Voldemort,Cairo Santos,False,K,NFLverse Exact
2026,15,10,178,Post Mahomes,Cyrus Allen,False,WR,NFLverse Exact
2026,15,11,179,Uncle Rico,Steelers,False,DEF,Defense
2026,15,12,180,Ginger FC,Jake Bates,False,K,NFLverse Exact
