year,player,final_owner,ownership_confidence,ownership_evidence,snapshot_owner,snapshot_week
2021,Javonte Williams,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2021,Leonard Fournette,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2021,Rob Gronkowski,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2021,Saints - DEF,Ginger FC,Snapshot Only,Final regular-season roster snapshot (Week 14),Ginger FC,14.0
2021,Van Jefferson,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2021,Zach Ertz,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2021,49ers,Joe Mantegna,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Brandon Aiyuk,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Broncos - DEF,Joe Mantegna,Snapshot Only,Final regular-season roster snapshot (Week 14),Joe Mantegna,14.0
2021,Dalvin Cook,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,David Johnson,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Diontae Johnson,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,George Kittle,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Harrison Butker,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Hunter Renfrow,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Jarvis Landry,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Justin Herbert,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Kirk Cousins,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Miles Sanders,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Myles Gaskin,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Terry McLaurin,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Ty Johnson,Joe Mantegna,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Joe Mantegna,14.0
2021,Adam Thielen,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Browns - DEF,Malle ❤️ 🐸,Snapshot Only,Final regular-season roster snapshot (Week 14),Malle ❤️ 🐸,14.0
2021,Damien Harris,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Falcons,Malle ❤️ 🐸,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Jared Cook,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Jonnu Smith,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Justin Tucker,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Keenan Allen,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,M. Valdes-Scantling,Malle ❤️ 🐸,Snapshot Only,Final regular-season roster snapshot (Week 14),Malle ❤️ 🐸,14.0
2021,Mark Ingram II,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Marquez Valdes-Scantling,Malle ❤️ 🐸,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Mike Davis,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Mike Evans,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Raiders,Malle ❤️ 🐸,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Raiders - DEF,Malle ❤️ 🐸,Snapshot Only,Final regular-season roster snapshot (Week 14),Malle ❤️ 🐸,14.0
2021,T.J. Hockenson,Malle ❤️ 🐸,Snapshot Only,Final regular-season roster snapshot (Week 14),Malle ❤️ 🐸,14.0
2021,Tom Brady,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Tyreek Hill,Malle ❤️ 🐸,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Malle ❤️ 🐸,14.0
2021,Alvin Kamara,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Chargers,Patty Primetimes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Chargers - DEF,Patty Primetimes,Snapshot Only,Final regular-season roster snapshot (Week 14),Patty Primetimes,14.0
2021,Chris Boswell,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Clyde Edwards-Helaire,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,DeVonta Smith,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Jamison Crowder,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Josh Allen,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Matt Prater,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Mike Gesicki,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Pat Freiermuth,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Patriots,Patty Primetimes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Patriots - DEF,Patty Primetimes,Snapshot Only,Final regular-season roster snapshot (Week 14),Patty Primetimes,14.0
2021,Rex Burkhead,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Rondale Moore,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,T.Y. Hilton,Patty Primetimes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Tee Higgins,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Travis Etienne Jr.,Patty Primetimes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Patty Primetimes,14.0
2021,Austin Ekeler,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Ben Roethlisberger,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Courtland Sutton,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Daniel Carlson,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Darnell Mooney,Pop Lockett Drop it,Snapshot Only,Final regular-season roster snapshot (Week 14),Pop Lockett Drop it,14.0
2021,DeVante Parker,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Foster Moreau,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Hollywood Brown,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Jamaal Williams,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Jaret Patterson,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Jermar Jefferson,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Michael Gallup,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Robbie Chosen,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Russell Gage Jr.,Pop Lockett Drop it,Snapshot Only,Final regular-season roster snapshot (Week 14),Pop Lockett Drop it,14.0
2021,Stefon Diggs,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Teddy Bridgewater,Pop Lockett Drop it,Snapshot Only,Final regular-season roster snapshot (Week 14),Pop Lockett Drop it,14.0
2021,Titans,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Titans - DEF,Pop Lockett Drop it,Snapshot Only,Final regular-season roster snapshot (Week 14),Pop Lockett Drop it,14.0
2021,Travis Kelce,Pop Lockett Drop it,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Pop Lockett Drop it,14.0
2021,Alex Collins,Post Mahomes,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes,Patty Primetimes,14.0
2021,Ameer Abdullah,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14),Post Mahomes,14.0
2021,Brandin Cooks,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Calvin Ridley,Post Mahomes,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Voldemort,Voldemort,14.0
2021,Cam Akers,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,CeeDee Lamb,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Chris Godwin Jr.,Post Mahomes,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=ThreatLevelMidnight,ThreatLevelMidnight,14.0
2021,Dare Ogunbowale,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Darrel Williams,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14),Post Mahomes,14.0
2021,Dontrell Hilliard,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14),Post Mahomes,14.0
2021,J.K. Dobbins,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Jonathan Taylor,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Julio Jones,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14),Post Mahomes,14.0
2021,Khalil Herbert,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Kyle Pitts Sr.,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Kyler Murray,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Latavius Murray,Post Mahomes,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Uncle Rico,Uncle Rico,14.0
2021,Laviska Shenault Jr.,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Marlon Mack,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Matt Gay,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Michael Carter,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Packers - DEF,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14),Post Mahomes,14.0
2021,Rams - DEF,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14),Post Mahomes,14.0
2021,Rashaad Penny,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Saints,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Saquon Barkley,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Post Mahomes,14.0
2021,Tony Pollard,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14),Post Mahomes,14.0
2021,AJ Dillon,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Antonio Gibson,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Chase Claypool,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Chiefs,The Big Gronkowski,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Chiefs - DEF,The Big Gronkowski,Snapshot Only,Final regular-season roster snapshot (Week 14),The Big Gronkowski,14.0
2021,Cole Beasley,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Cooper Kupp,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Darren Waller,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Joe Burrow,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Matthew Stafford,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Michael Pittman Jr.,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Najee Harris,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Panthers,The Big Gronkowski,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Panthers - DEF,The Big Gronkowski,Snapshot Only,Final regular-season roster snapshot (Week 14),The Big Gronkowski,14.0
2021,Robbie Gould,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Tyler Conklin,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Tyler Lockett,The Big Gronkowski,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,The Big Gronkowski,14.0
2021,Alexander Mattison,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Amon-Ra St. Brown,ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Chuba Hubbard,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14),ThreatLevelMidnight,14.0
2021,Darrell Henderson Jr.,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Davante Adams,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Elijah Mitchell,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Greg Zuerlein,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Voldemort,Voldemort,14.0
2021,Hunter Henry,ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Jaylen Waddle,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Joe Mixon,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Michael Thomas,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Noah Fant,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14),ThreatLevelMidnight,14.0
2021,Packers,ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Ronald Jones,ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Russell Wilson,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Samaje Perine,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14),ThreatLevelMidnight,14.0
2021,Seahawks - DEF,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14),ThreatLevelMidnight,14.0
2021,Sony Michel,ThreatLevelMidnight,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,ThreatLevelMidnight,14.0
2021,Taysom Hill,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14),ThreatLevelMidnight,14.0
2021,Trey Lance,ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Tyler Bass,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14),ThreatLevelMidnight,14.0
2021,A.J. Green,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Allen Robinson,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Antonio Brown,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Boston Scott,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,D'Onta Foreman,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Derrick Henry,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,J.D. McKissic,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Ja'Marr Chase,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Jakobi Meyers,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Jimmy Garoppolo,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Lamar Jackson,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Mark Andrews,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Odell Beckham Jr.,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Post Mahomes,Post Mahomes,14.0
2021,Ravens,Uncle Rico,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Ravens - DEF,Uncle Rico,Snapshot Only,Final regular-season roster snapshot (Week 14),Uncle Rico,14.0
2021,Ryan Succop,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Tim Patrick,Uncle Rico,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Uncle Rico,14.0
2021,Buccaneers,Voldemort,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Buccaneers - DEF,Voldemort,Snapshot Only,Final regular-season roster snapshot (Week 14),Voldemort,14.0
2021,Chase Edmonds,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Christian Kirk,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Cordarrelle Patterson,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Dak Prescott,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,David Montgomery,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Dawson Knox,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Deebo Samuel Sr.,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Jalen Hurts,Voldemort,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Jeff Wilson Jr.,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Jordan Howard,Voldemort,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Justin Jefferson,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Kendrick Bourne,Voldemort,Snapshot Only,Final regular-season roster snapshot (Week 14),Voldemort,14.0
2021,Nick Chubb,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Nick Folk,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,Tyler Higbee,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Voldemort,14.0
2021,A.J. Brown,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Aaron Jones Sr.,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Bills,malle_dips_pouches,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Bills - DEF,malle_dips_pouches,Snapshot Only,Final regular-season roster snapshot (Week 14),malle_dips_pouches,14.0
2021,C.J. Uzomah,malle_dips_pouches,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,D'Andre Swift,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Devonta Freeman,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,James Conner,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Jason Sanders,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Jerry Jeudy,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Kareem Hunt,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Logan Thomas,malle_dips_pouches,Snapshot Only,Final regular-season roster snapshot (Week 14),malle_dips_pouches,14.0
2021,Marvin Jones Jr.,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Mike Williams,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Ryan Tannehill,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Taylor Heinicke,malle_dips_pouches,Snapshot Only,Final regular-season roster snapshot (Week 14),malle_dips_pouches,14.0
2021,Tua Tagovailoa,malle_dips_pouches,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2021,Tyler Boyd,malle_dips_pouches,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,malle_dips_pouches,14.0
2021,Zach Wilson,malle_dips_pouches,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2022,49ers,Big Sack Jack,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2022,49ers - DEF,Big Sack Jack,Snapshot Only,Final regular-season roster snapshot (Week 14),Big Sack Jack,14.0
2022,AJ Dillon,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Amon-Ra St. Brown,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Chiefs,Big Sack Jack,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2022,Chiefs - DEF,Big Sack Jack,Snapshot Only,Final regular-season roster snapshot (Week 14),Big Sack Jack,14.0
2022,Chuba Hubbard,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,DJ Moore,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Dalvin Cook,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Dawson Knox,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Derek Carr,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Joe Burrow,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Justin Tucker,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Khalil Herbert,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Nico Collins,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Nyheim Miller-Hines,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Tyreek Hill,Big Sack Jack,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Big Sack Jack,14.0
2022,Aaron Rodgers,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2022,Alvin Kamara,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2022,Cardinals - DEF,Ginger FC,Snapshot Only,Final regular-season roster snapshot (Week 14),Ginger FC,14.0
2022,Cooper Rush,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2022,Dalton Schultz,Ginger FC,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Voldemort,Voldemort,14.0
2022,Daniel Carlson,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2022,Daniel Jones,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2022,Devin Duvernay,Ginger FC,Snapshot Only,Final regular-season roster snapshot (Week 14),Ginger FC,14.0
2022,Donovan Peoples-Jones,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2022,Jerry Jeudy,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
2022,Kareem Hunt,Ginger FC,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot,Ginger FC,14.0
