year,player,final_owner,ownership_confidence,ownership_evidence,snapshot_owner,snapshot_week
2018,Derrick Henry,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Jarvis Landry,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Jordy Nelson,Big Sack Jack,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Latavius Murray,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,LeGarrette Blount,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Matt Prater,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Matthew Stafford,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Mike Williams,Big Sack Jack,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Robert Woods,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Sony Michel,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Travis Kelce,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Tyreek Hill,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,Vikings,Big Sack Jack,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Vikings - DEF,Big Sack Jack,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Big Sack Jack,13.0
2018,A.J. Green,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Alex Collins,Dillon Panthers,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Antonio Brown,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Austin Hooper,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Carlos Hyde,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Daniel Carlson,Dillon Panthers,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Drew Brees,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Eagles,Dillon Panthers,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Eagles - DEF,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Emmanuel Sanders,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Jimmy Garoppolo,Dillon Panthers,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Kerryon Johnson,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Mason Crosby,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Mohamed Sanu,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Tarik Cohen,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Trey Burton,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Tyler Lockett,Dillon Panthers,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Dillon Panthers,13.0
2018,Allen Robinson,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Carson Wentz,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Chris Thompson,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Colts - DEF,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Commanders - DEF,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,DJ Moore,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,DeVante Parker,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Demaryius Thomas,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Devin Funchess,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Doug Martin,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Jamaal Williams,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Jay Ajayi,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Jordan Reed,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Kenny Golladay,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Peyton Barber,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Phillip Lindsay,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Pierre Garcon,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Rishard Matthews,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Russell Wilson,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Steelers,Ginger FC,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,T.J. Yeldon,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Tyrell Williams,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Wil Lutz,Ginger FC,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Ginger FC,13.0
2018,Alfred Morris,Joe Mantegna,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Bears,Joe Mantegna,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Bears - DEF,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Deshaun Watson,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Frank Gore,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,George Kittle,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Ito Smith,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Jaguars,Joe Mantegna,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Jaguars - DEF,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Jamison Crowder,Joe Mantegna,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Jared Cook,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Jordan Howard,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Julio Jones,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Keelan Cole Sr.,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,M. Valdes-Scantling,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Marvin Jones Jr.,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,O.J. Howard,Joe Mantegna,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Patrick Mahomes,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Saquon Barkley,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Stephen Gostkowski,Joe Mantegna,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Joe Mantegna,13.0
2018,Aldrick Rosas,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Alshon Jeffery,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Andrew Luck,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Ben Roethlisberger,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Cameron Brate,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Chargers - DEF,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,David Johnson,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Eric Ebron,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Falcons,Malle ❤️ 🐸,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Harrison Butker,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Isaiah Crowell,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Kenyan Drake,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Mike Evans,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Ricky Seals-Jones,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Saints,Malle ❤️ 🐸,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Sterling Shepard,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Tevin Coleman,Malle ❤️ 🐸,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Malle ❤️ 🐸,13.0
2018,Adam Thielen,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Adrian Peterson,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Cameron Meredith,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Courtland Sutton,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Danny Amendola,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Golden Tate,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Jake Elliott,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Jeff Heuerman,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Jimmy Graham,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Kareem Hunt,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Kirk Cousins,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Marquise Goodwin,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Nelson Agholor,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Odell Beckham Jr.,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Ronald Jones,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Royce Freeman,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Texans,Pop Lockett Drop it,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Texans - DEF,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Theo Riddick,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Zach Ertz,Pop Lockett Drop it,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Pop Lockett Drop it,13.0
2018,Cam Newton,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,DeAndre Hopkins,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Devonta Freeman,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Evan Engram,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Ezekiel Elliott,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Giovani Bernard,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Jameis Winston,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Joe Mixon,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,John Ross,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Jordan Wilkins,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Ka'imi Fairbairn,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Kyle Rudolph,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Marcus Mariota,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Mark Ingram II,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Michael Thomas,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Ravens,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Ravens - DEF,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Ryan Succop,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Sammy Watkins,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Seahawks - DEF,Post Mahomes,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),Post Mahomes,13.0
2018,Alex Smith,The Big Gronkowski,Transaction Reconstruction,Draft + transactions; snapshot owner=none,,
2018,Brandin Cooks,The Big Gronkowski,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),The Big Gronkowski,13.0
2018,Browns - DEF,The Big Gronkowski,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),The Big Gronkowski,13.0
2018,Calvin Ridley,The Big Gronkowski,Snapshot Fallback — No Transactions,Final regular-season roster snapshot (Week 13),The Big Gronkowski,13.0
