year,week,fantasy_team,opponent,actual_score,yahoo_team_score,optimal_score,points_left_on_bench,lineup_efficiency_pct,avoidable_start_count,missed_start_count,should_have_benched,should_have_started,opponent_score,canonical_team,canonical_opponent,actual_win,actual_loss,actual_tie,optimal_win,optimal_loss,optimal_tie,manager_caused_loss,manager_caused_nonwin,actual_margin,optimal_margin,loss_margin,optimization_gain,would_have_won_by,bench_points_exceeded_loss_margin
2024,1,ThreatLevelMidnight,The Big Gronkowski,94.86,94.86,105.78,10.92,89.68,3,3,Joe Burrow (QB) | Javonte Williams (RB) | Chris Olave (WR),Gus Edwards (RB) | Jaxon Smith-Njigba (WR) | Matthew Stafford (QB),95.38,ThreatLevelMidnight,The Big Gronkowski,0,1,0,1,0,0,1,1,-0.519999999999996,10.400000000000006,0.519999999999996,10.920000000000002,10.400000000000006,1
2020,3,ThreatLevelMidnight,Uncle Rico,119.62,119.62,130.52,10.9,91.65,1,1,Marvin Jones Jr. (WR),Tyler Boyd (WR),130.04,ThreatLevelMidnight,Uncle Rico,0,1,0,1,0,0,1,1,-10.419999999999987,0.4800000000000182,10.419999999999987,10.900000000000006,0.4800000000000182,1
2022,7,Voldemort,Big Sack Jack,106.98,106.98,117.58,10.6,90.98,2,2,Chris Godwin Jr. (WR) | Deebo Samuel Sr. (WR),Curtis Samuel (WR) | George Pickens (WR),117.34,Voldemort,Big Sack Jack,0,1,0,1,0,0,1,1,-10.36,0.23999999999999488,10.36,10.599999999999994,0.23999999999999488,1
2018,13,The Big Gronkowski,Voldemort,91.76,91.76,102.16,10.4,89.82,2,2,David Njoku (TE) | Calvin Ridley (WR),Jalen Richard (RB) | Vance McDonald (TE),93.0,The Big Gronkowski,Voldemort,0,1,0,1,0,0,1,1,-1.2399999999999949,9.159999999999997,1.2399999999999949,10.399999999999991,9.159999999999997,1
2021,14,The Big Gronkowski,Joe Mantegna,148.08,148.08,158.48,10.4,93.44,1,1,Antonio Gibson (RB),Chase Claypool (WR),153.3,The Big Gronkowski,Joe Mantegna,0,1,0,1,0,0,1,1,-5.219999999999999,5.179999999999978,5.219999999999999,10.399999999999977,5.179999999999978,1
2023,9,Patty Primetimes,Post Mahomes,88.92,88.92,99.32,10.4,89.53,2,2,Royce Freeman (RB) | Jaylen Waddle (WR),Antonio Gibson (RB) | Michael Pittman Jr. (WR),97.62,Patty Primetimes,Post Mahomes,0,1,0,1,0,0,1,1,-8.700000000000003,1.6999999999999886,8.700000000000003,10.399999999999991,1.6999999999999886,1
2020,13,Voldemort,The Big Gronkowski,109.06,109.06,119.46,10.4,91.29,1,1,Terry McLaurin (WR),J.D. McKissic (RB),118.32,Voldemort,The Big Gronkowski,0,1,0,1,0,0,1,1,-9.259999999999991,1.1400000000000006,9.259999999999991,10.399999999999991,1.1400000000000006,1
2018,5,PickUpYourBratsMalle,The Big Gronkowski,86.94,86.94,97.24,10.3,89.41,2,2,John Brown (WR) | Will Fuller V (WR),LeSean McCoy (RB) | Marvin Jones Jr. (WR),93.86,ThreatLevelMidnight,The Big Gronkowski,0,1,0,1,0,0,1,1,-6.920000000000002,3.3799999999999955,6.920000000000002,10.299999999999997,3.3799999999999955,1
2025,2,Patty Primetimes,Post Mahomes,92.58,92.58,102.48,9.9,90.34,2,2,Broncos - DEF (DEF) | Garrett Wilson (WR),Buccaneers - DEF (DEF) | Cam Skattebo (RB),95.22,Patty Primetimes,Post Mahomes,0,1,0,1,0,0,1,1,-2.6400000000000006,7.260000000000005,2.6400000000000006,9.900000000000006,7.260000000000005,1
2023,3,Uncle Rico,Patty Primetimes,116.06,116.06,125.96,9.9,92.14,1,1,Gus Edwards (RB),Alexander Mattison (RB),122.66,Uncle Rico,Patty Primetimes,0,1,0,1,0,0,1,1,-6.599999999999994,3.299999999999997,6.599999999999994,9.899999999999991,3.299999999999997,1
2021,9,Pop Lockett Drop it,ThreatLevelMidnight,89.56,89.56,99.16,9.6,90.32,1,1,Courtland Sutton (WR),Kenyan Drake (RB),91.36,Pop Lockett Drop it,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-1.7999999999999972,7.799999999999997,1.7999999999999972,9.599999999999994,7.799999999999997,1
2022,7,Patty Primetimes,Ginger FC,102.76,102.76,112.06,9.3,91.7,1,1,DK Metcalf (WR),Tyler Allgeier (RB),109.46,Patty Primetimes,Ginger FC,0,1,0,1,0,0,1,1,-6.699999999999989,2.6000000000000085,6.699999999999989,9.299999999999997,2.6000000000000085,1
2018,9,Post Mahomes,Voldemort,97.48,97.48,106.58,9.1,91.46,1,1,Mark Ingram II (RB),Mike Davis (RB),98.74,Post Mahomes,Voldemort,0,1,0,1,0,0,1,1,-1.259999999999991,7.840000000000003,1.259999999999991,9.099999999999994,7.840000000000003,1
2023,13,Malle ❤️ 🐸,Patty Primetimes,127.72,127.72,136.82,9.1,93.35,3,3,Jahmyr Gibbs (RB) | Pat Freiermuth (TE) | Devin Singletary (RB),Elijah Moore (WR) | Gerald Everett (TE) | Kenny Gainwell (RB),134.9,Malle ❤️ 🐸,Patty Primetimes,0,1,0,1,0,0,1,1,-7.180000000000007,1.9199999999999875,7.180000000000007,9.099999999999994,1.9199999999999875,1
2018,7,Voldemort,PickUpYourBratsMalle,111.38,111.38,120.18,8.8,92.68,3,3,Matt Breida (RB) | Taylor Gabriel (FLEX) | Stefon Diggs (WR),DeSean Jackson (WR) | Doug Martin (RB) | Demaryius Thomas (WR),119.34,Voldemort,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-7.960000000000008,0.8400000000000034,7.960000000000008,8.800000000000011,0.8400000000000034,1
2021,11,The Big Gronkowski,Patty Primetimes,96.52,96.52,105.12,8.6,91.82,1,1,Michael Pittman Jr. (WR),Chase Claypool (WR),103.96,The Big Gronkowski,Patty Primetimes,0,1,0,1,0,0,1,1,-7.439999999999998,1.1600000000000108,7.439999999999998,8.600000000000009,1.1600000000000108,1
2021,3,Uncle Rico,ThreatLevelMidnight,114.18,114.18,122.78,8.6,93.0,1,1,Allen Robinson (WR),Tim Patrick (WR),122.22,Uncle Rico,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-8.039999999999992,0.5600000000000023,8.039999999999992,8.599999999999994,0.5600000000000023,1
2019,3,Big Sack Jack,ThreatLevelMidnight,85.64,85.64,94.14,8.5,90.97,2,2,Chris Godwin Jr. (WR) | John Ross (WR),Dede Westbrook (WR) | Mohamed Sanu (WR),93.12,Big Sack Jack,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-7.480000000000004,1.019999999999996,7.480000000000004,8.5,1.019999999999996,1
2025,13,The Big Gronkowski,ThreatLevelMidnight,128.34,128.34,136.74,8.4,93.86,2,2,Rico Dowdle (RB) | Michael Wilson (WR),Marvin Harrison Jr. (WR) | Tyler Allgeier (RB),133.68,The Big Gronkowski,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-5.340000000000003,3.0600000000000023,5.340000000000003,8.400000000000006,3.0600000000000023,1
2019,3,malle_dips_pouches,Patty Primetimes,103.2,103.2,111.5,8.3,92.56,2,2,Brandin Cooks (WR) | Julian Edelman (WR),DJ Moore (WR) | Sterling Shepard (WR),106.18,malle_dips_pouches,Patty Primetimes,0,1,0,1,0,0,1,1,-2.980000000000004,5.319999999999993,2.980000000000004,8.299999999999997,5.319999999999993,1
2022,6,malle_dips_pouches,Ginger FC,106.7,106.7,114.9,8.2,92.86,1,1,Phillip Lindsay (RB),DeVonta Smith (WR),111.08,malle_dips_pouches,Ginger FC,0,1,0,1,0,0,1,1,-4.3799999999999955,3.8200000000000074,4.3799999999999955,8.200000000000003,3.8200000000000074,1
2019,6,Ginger FC,Big Sack Jack,87.2,87.2,95.26,8.06,91.54,2,2,Jameis Winston (QB) | Gerald Everett (TE),Baker Mayfield (QB) | Kyle Rudolph (TE),92.36,Ginger FC,Big Sack Jack,0,1,0,1,0,0,1,1,-5.159999999999997,2.9000000000000057,5.159999999999997,8.060000000000002,2.9000000000000057,1
2022,1,Pop Lockett Drop it,Big Sack Jack,100.0,100.0,107.9,7.9,92.68,2,2,Dameon Pierce (RB) | Keenan Allen (WR),Christian Kirk (WR) | Melvin Gordon III (RB),105.02,Pop Lockett Drop it,Big Sack Jack,0,1,0,1,0,0,1,1,-5.019999999999996,2.8800000000000097,5.019999999999996,7.900000000000006,2.8800000000000097,1
2021,1,The Big Gronkowski,Malle ❤️ 🐸,139.34,139.34,146.64,7.3,95.02,2,2,Najee Harris (RB) | Chase Claypool (WR),Cole Beasley (WR) | Nyheim Miller-Hines (RB),140.56,The Big Gronkowski,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-1.2199999999999989,6.079999999999984,1.2199999999999989,7.299999999999983,6.079999999999984,1
2018,5,Pop Lockett Drop it,Big Sack Jack,100.88,100.88,108.18,7.3,93.25,2,2,Adrian Peterson (RB) | Golden Tate (WR),Josh Gordon (WR) | Royce Freeman (RB),102.22,Pop Lockett Drop it,Big Sack Jack,0,1,0,1,0,0,1,1,-1.3400000000000034,5.960000000000008,1.3400000000000034,7.300000000000011,5.960000000000008,1
2023,10,The Big Gronkowski,Joe Mantegna,116.52,116.52,123.82,7.3,94.1,1,1,DJ Moore (WR),Tyler Boyd (WR),118.46,The Big Gronkowski,Joe Mantegna,0,1,0,1,0,0,1,1,-1.9399999999999977,5.359999999999999,1.9399999999999977,7.299999999999997,5.359999999999999,1
2022,6,Patty Primetimes,Joe Mantegna,67.14,67.14,73.72,6.58,91.07,2,2,Aaron Rodgers (QB) | Garrett Wilson (WR),Latavius Murray (RB) | Matthew Stafford (QB),69.22,Patty Primetimes,Joe Mantegna,0,1,0,1,0,0,1,1,-2.0799999999999983,4.5,2.0799999999999983,6.579999999999998,4.5,1
2024,2,Patty Primetimes,malle_dips_pouches,83.86,83.86,90.36,6.5,92.81,2,2,Travis Kelce (TE) | Xavier Worthy (WR),Dalton Schultz (TE) | Khalil Herbert (RB),89.0,Patty Primetimes,malle_dips_pouches,0,1,0,1,0,0,1,1,-5.140000000000001,1.3599999999999994,5.140000000000001,6.5,1.3599999999999994,1
2019,7,malle_dips_pouches,Ginger FC,104.96,104.96,111.26,6.3,94.34,3,3,Delanie Walker (TE) | Carlos Hyde (RB) | Brandin Cooks (WR),Emmanuel Sanders (WR) | Jack Doyle (TE) | LeSean McCoy (RB),109.32,malle_dips_pouches,Ginger FC,0,1,0,1,0,0,1,1,-4.359999999999999,1.940000000000012,4.359999999999999,6.300000000000011,1.940000000000012,1
2024,7,Ginger FC,malle_dips_pouches,112.46,112.46,118.56,6.1,94.85,1,1,Courtland Sutton (WR),Pat Freiermuth (TE),113.3,Ginger FC,malle_dips_pouches,0,1,0,1,0,0,1,1,-0.8400000000000034,5.260000000000005,0.8400000000000034,6.1000000000000085,5.260000000000005,1
2024,5,Buttermilk Puuump,Voldemort,79.04,79.04,84.94,5.9,93.05,1,1,Travis Etienne Jr. (RB),Chase Brown (RB),79.26,Buttermilk Puuump,Voldemort,0,1,0,1,0,0,1,1,-0.21999999999999886,5.679999999999993,0.21999999999999886,5.8999999999999915,5.679999999999993,1
2019,4,Big Sack Jack,Pop Lockett Drop it,107.7,107.7,113.2,5.5,95.14,1,1,John Ross (WR),Mohamed Sanu (WR),110.4,Big Sack Jack,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-2.700000000000003,2.799999999999997,2.700000000000003,5.5,2.799999999999997,1
2021,10,malle_dips_pouches,Malle ❤️ 🐸,91.32,91.32,96.62,5.3,94.51,1,1,A.J. Brown (WR),Jerry Jeudy (WR),95.6,malle_dips_pouches,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-4.280000000000001,1.0200000000000102,4.280000000000001,5.300000000000011,1.0200000000000102,1
2018,13,Post Mahomes,Pop Lockett Drop it,109.0,109.0,114.26,5.26,95.4,2,2,Cam Newton (QB) | Mark Ingram II (RB),Giovani Bernard (RB) | Jameis Winston (QB),112.7,Post Mahomes,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-3.700000000000003,1.5600000000000023,3.700000000000003,5.260000000000005,1.5600000000000023,1
2023,1,Ginger FC,You Better Park It,85.26,85.26,90.26,5.0,94.46,1,1,Tee Higgins (WR),Rashod Bateman (WR),85.42,Ginger FC,Buttermilk Puuump,0,1,0,1,0,0,1,1,-0.1599999999999966,4.840000000000003,0.1599999999999966,5.0,4.840000000000003,1
2017,11,Voldemort,Hello Harvard,97.3,97.3,102.2,4.9,95.21,2,2,Kareem Hunt (RB) | Jerick McKinnon (RB),Alfred Morris (RB) | Jamaal Williams (RB),101.56,Voldemort,Hello Harvard,0,1,0,1,0,0,1,1,-4.260000000000005,0.6400000000000006,4.260000000000005,4.900000000000006,0.6400000000000006,1
2022,13,Malle ❤️ 🐸,Voldemort,130.6,130.6,135.4,4.8,96.45,1,1,Adam Thielen (WR),Diontae Johnson (WR),134.72,Malle ❤️ 🐸,Voldemort,0,1,0,1,0,0,1,1,-4.1200000000000045,0.6800000000000068,4.1200000000000045,4.800000000000011,0.6800000000000068,1
2017,10,malle_dips_pouches,Pop Lockett Drop it,65.74,65.74,70.34,4.6,93.46,1,1,Jermaine Kearse (WR),Jamison Crowder (WR),66.5,malle_dips_pouches,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-0.7600000000000051,3.8400000000000034,0.7600000000000051,4.6000000000000085,3.8400000000000034,1
2019,10,malle_dips_pouches,The Big Gronkowski,79.32,79.32,83.72,4.4,94.74,1,1,Ezekiel Elliott (RB),Peyton Barber (RB),79.38,malle_dips_pouches,The Big Gronkowski,0,1,0,1,0,0,1,1,-0.060000000000002274,4.340000000000003,0.060000000000002274,4.400000000000006,4.340000000000003,1
2025,5,Buttermilk Puuump,Post Mahomes,120.02,120.02,124.02,4.0,96.77,1,1,Vikings - DEF (DEF),Broncos - DEF (DEF),122.32,Buttermilk Puuump,Post Mahomes,0,1,0,1,0,0,1,1,-2.299999999999997,1.7000000000000028,2.299999999999997,4.0,1.7000000000000028,1
2023,13,You Better Park It,Joe Mantegna,91.06,91.06,94.66,3.6,96.2,1,1,D'Andre Swift (RB),Jerry Jeudy (WR),92.88,Buttermilk Puuump,Joe Mantegna,0,1,0,1,0,0,1,1,-1.8199999999999932,1.7800000000000011,1.8199999999999932,3.5999999999999943,1.7800000000000011,1
2023,12,Voldemort,Joe Mantegna,126.08,126.08,129.38,3.3,97.45,1,1,Puka Nacua (WR),Zack Moss (RB),126.54,Voldemort,Joe Mantegna,0,1,0,1,0,0,1,1,-0.46000000000000796,2.839999999999989,0.46000000000000796,3.299999999999997,2.839999999999989,1
2018,12,Dillon Panthers,Ginger FC,92.24,92.24,95.54,3.3,96.55,2,2,Trey Burton (TE) | Antonio Brown (WR),Austin Hooper (TE) | Mohamed Sanu (WR),95.26,Dillon Panthers,Ginger FC,0,1,0,1,0,0,1,1,-3.0200000000000102,0.28000000000000114,3.0200000000000102,3.3000000000000114,0.28000000000000114,1
2018,7,Post Mahomes,The Big Gronkowski,86.66,86.66,89.86,3.2,96.44,1,1,Mark Ingram II (RB),Sammy Watkins (WR),87.64,Post Mahomes,The Big Gronkowski,0,1,0,1,0,0,1,1,-0.980000000000004,2.219999999999999,0.980000000000004,3.200000000000003,2.219999999999999,1
2018,1,Voldemort,Big Sack Jack,121.58,121.58,123.48,1.9,98.46,1,1,Devonta Freeman (RB),Peyton Barber (RB),123.04,Voldemort,Big Sack Jack,0,1,0,1,0,0,1,1,-1.460000000000008,0.4399999999999977,1.460000000000008,1.9000000000000057,0.4399999999999977,1
