year,week,fantasy_team,opponent,decision_type,player,player_position,lineup_slot,fantasy_points
2019,7,malle_dips_pouches,Ginger FC,Should Have Benched,Carlos Hyde,RB,W/R/T,3.5
2019,7,malle_dips_pouches,Ginger FC,Should Have Benched,Brandin Cooks,WR,WR,5.9
2019,7,malle_dips_pouches,Ginger FC,Should Have Started,Emmanuel Sanders,WR,BN,6.0
2019,7,malle_dips_pouches,Ginger FC,Should Have Started,Jack Doyle,TE,BN,2.1
2019,7,malle_dips_pouches,Ginger FC,Should Have Started,LeSean McCoy,RB,BN,7.6
2019,8,Big Sack Jack,malle_dips_pouches,Should Have Benched,Chris Godwin Jr.,WR,WR,6.3
2019,8,Big Sack Jack,malle_dips_pouches,Should Have Started,Melvin Gordon III,RB,BN,9.4
2019,8,Ginger FC,The Big Gronkowski,Should Have Benched,Kirk Cousins,QB,QB,11.6
2019,8,Ginger FC,The Big Gronkowski,Should Have Benched,John Brown,WR,WR,5.4
2019,8,Ginger FC,The Big Gronkowski,Should Have Started,Adrian Peterson,RB,BN,10.3
2019,8,Ginger FC,The Big Gronkowski,Should Have Started,Drew Brees,QB,BN,31.92
2019,8,Joe Mantegna,ThreatLevelMidnight,Should Have Benched,Odell Beckham Jr.,WR,W/R/T,5.2
2019,8,Joe Mantegna,ThreatLevelMidnight,Should Have Started,Duke Johnson,RB,BN,9.4
2019,8,Malle ❤️ 🐸,Post Mahomes,Should Have Benched,Larry Fitzgerald,WR,W/R/T,0.8
2019,8,Malle ❤️ 🐸,Post Mahomes,Should Have Started,T.J. Hockenson,TE,BN,2.1
2019,8,Patty Primetimes,Uncle Rico,Should Have Benched,Ty Johnson,RB,RB,3.8
2019,8,Patty Primetimes,Uncle Rico,Should Have Benched,Marvin Jones Jr.,WR,WR,2.2
2019,8,Patty Primetimes,Uncle Rico,Should Have Started,Austin Ekeler,RB,BN,8.2
2019,8,Patty Primetimes,Uncle Rico,Should Have Started,Hunter Renfrow,WR,BN,14.8
2019,8,Pop Lockett Drop it,Voldemort,Should Have Benched,Josh Jacobs,RB,RB,8.1
2019,8,Pop Lockett Drop it,Voldemort,Should Have Benched,Courtland Sutton,WR,W/R/T,7.2
2019,8,Pop Lockett Drop it,Voldemort,Should Have Benched,Alshon Jeffery,WR,WR,6.4
2019,8,Pop Lockett Drop it,Voldemort,Should Have Started,Devin Singletary,RB,BN,10.9
2019,8,Pop Lockett Drop it,Voldemort,Should Have Started,Mike Evans,WR,BN,31.8
2019,8,Pop Lockett Drop it,Voldemort,Should Have Started,Tyrell Williams,WR,BN,15.1
2019,8,The Big Gronkowski,Ginger FC,Should Have Benched,Alvin Kamara,RB,RB,0.0
2019,8,The Big Gronkowski,Ginger FC,Should Have Benched,Robbie Chosen,WR,WR,4.3
2019,8,The Big Gronkowski,Ginger FC,Should Have Started,Jarvis Landry,WR,BN,6.5
2019,8,The Big Gronkowski,Ginger FC,Should Have Started,Latavius Murray,RB,BN,27.7
2019,8,ThreatLevelMidnight,Joe Mantegna,Should Have Benched,Le'Veon Bell,RB,W/R/T,3.5
2019,8,ThreatLevelMidnight,Joe Mantegna,Should Have Benched,Robert Woods,WR,WR,4.2
2019,8,ThreatLevelMidnight,Joe Mantegna,Should Have Started,DeVante Parker,WR,BN,5.9
2019,8,ThreatLevelMidnight,Joe Mantegna,Should Have Started,Jamaal Williams,RB,BN,15.6
2019,8,Uncle Rico,Patty Primetimes,Should Have Benched,Teddy Bridgewater,QB,QB,-0.2
2019,8,Uncle Rico,Patty Primetimes,Should Have Benched,Matt Breida,RB,RB,5.0
2019,8,Uncle Rico,Patty Primetimes,Should Have Started,Damien Williams,RB,BN,9.0
2019,8,Uncle Rico,Patty Primetimes,Should Have Started,Josh Allen,QB,BN,21.26
2019,8,Voldemort,Pop Lockett Drop it,Should Have Benched,Jacoby Brissett,QB,QB,9.48
2019,8,Voldemort,Pop Lockett Drop it,Should Have Benched,Kenny Stills,WR,WR,2.2
2019,8,Voldemort,Pop Lockett Drop it,Should Have Benched,Terry McLaurin,WR,WR,3.9
2019,8,Voldemort,Pop Lockett Drop it,Should Have Started,Curtis Samuel,WR,BN,4.6
2019,8,Voldemort,Pop Lockett Drop it,Should Have Started,Keenan Allen,WR,BN,5.3
2019,8,Voldemort,Pop Lockett Drop it,Should Have Started,Sam Darnold,QB,BN,19.62
2019,8,malle_dips_pouches,Big Sack Jack,Should Have Benched,Delanie Walker,TE,TE,0.0
2019,8,malle_dips_pouches,Big Sack Jack,Should Have Benched,LeSean McCoy,RB,W/R/T,4.3
2019,8,malle_dips_pouches,Big Sack Jack,Should Have Benched,Brandin Cooks,WR,WR,0.0
2019,8,malle_dips_pouches,Big Sack Jack,Should Have Started,Emmanuel Sanders,WR,BN,8.5
2019,8,malle_dips_pouches,Big Sack Jack,Should Have Started,Eric Ebron,TE,BN,2.6
2019,8,malle_dips_pouches,Big Sack Jack,Should Have Started,Tarik Cohen,RB,BN,4.6
2019,9,Big Sack Jack,The Big Gronkowski,Should Have Benched,Sony Michel,RB,RB,3.0
2019,9,Big Sack Jack,The Big Gronkowski,Should Have Started,Mohamed Sanu,WR,BN,14.1
2019,9,Ginger FC,Malle ❤️ 🐸,Should Have Benched,Sammy Watkins,WR,W/R/T,6.3
2019,9,Ginger FC,Malle ❤️ 🐸,Should Have Started,Adrian Peterson,RB,BN,13.0
2019,9,Joe Mantegna,Pop Lockett Drop it,Should Have Benched,Stefon Diggs,WR,WR,1.6
2019,9,Joe Mantegna,Pop Lockett Drop it,Should Have Started,Duke Johnson,RB,BN,14.1
2019,9,Malle ❤️ 🐸,Ginger FC,Should Have Benched,Wil Lutz,K,K,0.0
2019,9,Malle ❤️ 🐸,Ginger FC,Should Have Benched,Ryan Tannehill,QB,QB,27.04
2019,9,Malle ❤️ 🐸,Ginger FC,Should Have Benched,James Conner,RB,RB,0.0
2019,9,Malle ❤️ 🐸,Ginger FC,Should Have Started,Dak Prescott,QB,BN,28.48
2019,9,Malle ❤️ 🐸,Ginger FC,Should Have Started,Josh Lambo,K,BN,3.0
2019,9,Malle ❤️ 🐸,Ginger FC,Should Have Started,Kareem Hunt,RB,BN,0.0
2019,9,Patty Primetimes,ThreatLevelMidnight,Should Have Benched,Colts - DEF,DEF,DEF,8.0
2019,9,Patty Primetimes,ThreatLevelMidnight,Should Have Started,Ravens - DEF,DEF,BN,13.0
2019,9,Pop Lockett Drop it,Joe Mantegna,Should Have Benched,Saquon Barkley,RB,RB,9.5
2019,9,Pop Lockett Drop it,Joe Mantegna,Should Have Benched,Mark Andrews,TE,TE,2.1
2019,9,Pop Lockett Drop it,Joe Mantegna,Should Have Benched,Courtland Sutton,WR,W/R/T,12.3
2019,9,Pop Lockett Drop it,Joe Mantegna,Should Have Started,DK Metcalf,WR,BN,21.0
2019,9,Pop Lockett Drop it,Joe Mantegna,Should Have Started,Devin Singletary,RB,BN,20.0
2019,9,Pop Lockett Drop it,Joe Mantegna,Should Have Started,Kyle Rudolph,TE,BN,8.3
2019,9,Post Mahomes,Voldemort,Should Have Benched,Deshaun Watson,QB,QB,23.74
2019,9,Post Mahomes,Voldemort,Should Have Benched,Adam Thielen,WR,WR,0.0
2019,9,Post Mahomes,Voldemort,Should Have Started,Kyler Murray,QB,BN,27.04
2019,9,Post Mahomes,Voldemort,Should Have Started,Corey Davis,WR,BN,4.8
2019,9,The Big Gronkowski,Big Sack Jack,Should Have Benched,DJ Chark,WR,W/R/T,3.2
2019,9,The Big Gronkowski,Big Sack Jack,Should Have Benched,JuJu Smith-Schuster,WR,WR,1.6
2019,9,The Big Gronkowski,Big Sack Jack,Should Have Started,Jamison Crowder,WR,BN,14.3
2019,9,The Big Gronkowski,Big Sack Jack,Should Have Started,Jarvis Landry,WR,BN,11.1
2019,9,ThreatLevelMidnight,Patty Primetimes,Should Have Benched,Aaron Jones Sr.,RB,RB,2.9
2019,9,ThreatLevelMidnight,Patty Primetimes,Should Have Started,Jamaal Williams,RB,BN,10.9
2019,9,Uncle Rico,malle_dips_pouches,Should Have Benched,LeSean McCoy,RB,RB,0.9
2019,9,Uncle Rico,malle_dips_pouches,Should Have Benched,Christian Kirk,WR,WR,1.6
2019,9,Uncle Rico,malle_dips_pouches,Should Have Started,Damien Williams,RB,BN,18.8
2019,9,Uncle Rico,malle_dips_pouches,Should Have Started,Matt Breida,RB,BN,9.2
2019,9,Voldemort,Post Mahomes,Should Have Benched,Tevin Coleman,RB,W/R/T,3.6
2019,9,Voldemort,Post Mahomes,Should Have Benched,Keenan Allen,WR,WR,4.0
2019,9,Voldemort,Post Mahomes,Should Have Started,Kenny Stills,WR,BN,5.2
2019,9,Voldemort,Post Mahomes,Should Have Started,Curtis Samuel,WR,BN,13.4
2019,9,malle_dips_pouches,Uncle Rico,Should Have Benched,Sterling Shepard,WR,W/R/T,0.0
2019,9,malle_dips_pouches,Uncle Rico,Should Have Started,Tarik Cohen,RB,BN,1.6
2019,10,Big Sack Jack,Malle ❤️ 🐸,Should Have Benched,Cooper Kupp,WR,W/R/T,0.0
2019,10,Big Sack Jack,Malle ❤️ 🐸,Should Have Started,Mohamed Sanu,WR,BN,0.0
2019,10,Ginger FC,Voldemort,Should Have Benched,Drew Brees,QB,QB,11.48
2019,10,Ginger FC,Voldemort,Should Have Started,Kirk Cousins,QB,BN,23.3
2019,10,Joe Mantegna,Post Mahomes,Should Have Benched,Stefon Diggs,WR,WR,4.9
2019,10,Joe Mantegna,Post Mahomes,Should Have Started,Austin Hooper,TE,BN,7.7
2019,10,Malle ❤️ 🐸,Big Sack Jack,Should Have Benched,James Conner,RB,RB,0.0
2019,10,Malle ❤️ 🐸,Big Sack Jack,Should Have Benched,T.J. Hockenson,TE,TE,4.7
2019,10,Malle ❤️ 🐸,Big Sack Jack,Should Have Started,Kareem Hunt,RB,BN,7.4
2019,10,Malle ❤️ 🐸,Big Sack Jack,Should Have Started,Tyler Eifert,TE,BN,8.0
2019,10,Patty Primetimes,Pop Lockett Drop it,Should Have Benched,Darren Waller,TE,W/R/T,4.0
2019,10,Patty Primetimes,Pop Lockett Drop it,Should Have Benched,Tyler Lockett,WR,WR,2.9
2019,10,Patty Primetimes,Pop Lockett Drop it,Should Have Started,Kalen Ballage,RB,BN,4.5
2019,10,Patty Primetimes,Pop Lockett Drop it,Should Have Started,Mecole Hardman Jr.,WR,BN,12.3
2019,10,Pop Lockett Drop it,Patty Primetimes,Should Have Benched,Saquon Barkley,RB,RB,3.1
2019,10,Pop Lockett Drop it,Patty Primetimes,Should Have Started,Kyle Rudolph,TE,BN,15.4
2019,10,Post Mahomes,Joe Mantegna,Should Have Benched,David Johnson,RB,W/R/T,-1.0
2019,10,Post Mahomes,Joe Mantegna,Should Have Started,A.J. Green,WR,BN,0.0
2019,10,The Big Gronkowski,malle_dips_pouches,Should Have Benched,JuJu Smith-Schuster,WR,WR,4.4
2019,10,The Big Gronkowski,malle_dips_pouches,Should Have Started,Jarvis Landry,WR,BN,15.7
2019,10,ThreatLevelMidnight,Uncle Rico,Should Have Benched,Jaylen Samuels,FLEX,W/R/T,4.0
2019,10,ThreatLevelMidnight,Uncle Rico,Should Have Started,Jamaal Williams,RB,BN,6.3
2019,10,Uncle Rico,ThreatLevelMidnight,Should Have Benched,Julio Jones,WR,W/R/T,7.9
2019,10,Uncle Rico,ThreatLevelMidnight,Should Have Started,DJ Moore,WR,BN,12.0
2019,10,Voldemort,Ginger FC,Should Have Benched,Tevin Coleman,RB,W/R/T,7.2
2019,10,Voldemort,Ginger FC,Should Have Started,Michael Gallup,WR,BN,13.6
2019,10,malle_dips_pouches,The Big Gronkowski,Should Have Benched,Ezekiel Elliott,RB,RB,6.3
2019,10,malle_dips_pouches,The Big Gronkowski,Should Have Started,Peyton Barber,RB,BN,10.7
2019,11,Big Sack Jack,Voldemort,Should Have Benched,Tyreek Hill,WR,WR,0.0
2019,11,Big Sack Jack,Voldemort,Should Have Started,Sony Michel,RB,BN,4.4
2019,11,Ginger FC,Joe Mantegna,Should Have Benched,Drew Brees,QB,QB,27.12
2019,11,Ginger FC,Joe Mantegna,Should Have Benched,Phillip Lindsay,RB,RB,7.5
2019,11,Ginger FC,Joe Mantegna,Should Have Benched,Gerald Everett,TE,TE,2.0
2019,11,Ginger FC,Joe Mantegna,Should Have Started,Jason Witten,TE,BN,3.3
2019,11,Ginger FC,Joe Mantegna,Should Have Started,Kenyan Drake,RB,BN,8.0
2019,11,Ginger FC,Joe Mantegna,Should Have Started,Kirk Cousins,QB,BN,28.86
2019,11,Joe Mantegna,Ginger FC,Should Have Benched,Duke Johnson,RB,RB,4.4
2019,11,Joe Mantegna,Ginger FC,Should Have Benched,Miles Sanders,RB,RB,4.7
2019,11,Joe Mantegna,Ginger FC,Should Have Benched,O.J. Howard,TE,TE,0.0
2019,11,Joe Mantegna,Ginger FC,Should Have Started,Austin Hooper,TE,BN,0.0
2019,11,Joe Mantegna,Ginger FC,Should Have Started,David Montgomery,RB,BN,5.0
2019,11,Joe Mantegna,Ginger FC,Should Have Started,Nyheim Miller-Hines,RB,BN,9.5
2019,11,Malle ❤️ 🐸,malle_dips_pouches,Should Have Benched,T.J. Hockenson,TE,TE,0.6
2019,11,Malle ❤️ 🐸,malle_dips_pouches,Should Have Benched,Allen Robinson,WR,WR,1.5
2019,11,Malle ❤️ 🐸,malle_dips_pouches,Should Have Started,Calvin Ridley,WR,BN,20.3
2019,11,Malle ❤️ 🐸,malle_dips_pouches,Should Have Started,Tyler Eifert,TE,BN,2.1
2019,11,Patty Primetimes,Post Mahomes,Should Have Benched,Darren Waller,TE,W/R/T,7.6
2019,11,Patty Primetimes,Post Mahomes,Should Have Started,Kalen Ballage,RB,BN,7.7
2019,11,Pop Lockett Drop it,ThreatLevelMidnight,Should Have Benched,Kenny Golladay,WR,WR,3.4
2019,11,Pop Lockett Drop it,ThreatLevelMidnight,Should Have Started,Tyrell Williams,WR,BN,8.2
2019,11,Post Mahomes,Patty Primetimes,Should Have Benched,Deshaun Watson,QB,QB,4.96
2019,11,Post Mahomes,Patty Primetimes,Should Have Benched,David Johnson,RB,W/R/T,0.0
2019,11,Post Mahomes,Patty Primetimes,Should Have Started,Kyler Murray,QB,BN,30.7
2019,11,Post Mahomes,Patty Primetimes,Should Have Started,Derrius Guice,RB,BN,12.9
2019,11,The Big Gronkowski,Uncle Rico,Should Have Benched,Philip Rivers,QB,QB,18.12
2019,11,The Big Gronkowski,Uncle Rico,Should Have Benched,JuJu Smith-Schuster,WR,WR,2.1
2019,11,The Big Gronkowski,Uncle Rico,Should Have Started,Jamison Crowder,WR,BN,13.6
2019,11,The Big Gronkowski,Uncle Rico,Should Have Started,Jimmy Garoppolo,QB,BN,39.66
2019,11,ThreatLevelMidnight,Pop Lockett Drop it,Should Have Benched,Steelers - DEF,DEF,DEF,1.0
2019,11,ThreatLevelMidnight,Pop Lockett Drop it,Should Have Started,Patriots - DEF,DEF,BN,11.0
2019,11,Uncle Rico,The Big Gronkowski,Should Have Benched,Damien Williams,RB,RB,1.3
2019,11,Uncle Rico,The Big Gronkowski,Should Have Benched,Christian Kirk,WR,WR,4.2
2019,11,Uncle Rico,The Big Gronkowski,Should Have Started,LeSean McCoy,RB,BN,11.7
2019,11,Uncle Rico,The Big Gronkowski,Should Have Started,Robbie Chosen,WR,BN,6.6
2019,11,Voldemort,Big Sack Jack,Should Have Benched,Brian Hill,RB,RB,3.8
2019,11,Voldemort,Big Sack Jack,Should Have Started,Terry McLaurin,WR,BN,6.9
2019,11,malle_dips_pouches,Malle ❤️ 🐸,Should Have Benched,Carlos Hyde,RB,RB,12.5
2019,11,malle_dips_pouches,Malle ❤️ 🐸,Should Have Benched,Tyler Boyd,WR,WR,1.0
2019,11,malle_dips_pouches,Malle ❤️ 🐸,Should Have Started,Emmanuel Sanders,WR,BN,3.3
2019,11,malle_dips_pouches,Malle ❤️ 🐸,Should Have Started,Tarik Cohen,RB,BN,13.4
2019,12,Big Sack Jack,Joe Mantegna,Should Have Benched,Matt Gay,K,K,5.0
2019,12,Big Sack Jack,Joe Mantegna,Should Have Started,Ka'imi Fairbairn,K,BN,8.0
2019,12,Ginger FC,Patty Primetimes,Should Have Benched,Drew Brees,QB,QB,29.44
2019,12,Ginger FC,Patty Primetimes,Should Have Started,Jameis Winston,QB,BN,32.32
2019,12,Joe Mantegna,Big Sack Jack,Should Have Benched,Carson Wentz,QB,QB,12.94
2019,12,Joe Mantegna,Big Sack Jack,Should Have Benched,David Montgomery,RB,RB,3.1
2019,12,Joe Mantegna,Big Sack Jack,Should Have Started,Daniel Jones,QB,BN,18.7
2019,12,Joe Mantegna,Big Sack Jack,Should Have Started,Nyheim Miller-Hines,RB,BN,6.1
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Dak Prescott,QB,QB,7.88
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,T.J. Hockenson,TE,TE,0.0
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Larry Fitzgerald,WR,W/R/T,0.0
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Amari Cooper,WR,WR,0.0
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Calvin Ridley,WR,BN,16.0
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Devonta Freeman,RB,BN,0.0
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Sam Darnold,QB,BN,32.2
2019,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Tyler Eifert,TE,BN,0.7
2019,12,Patty Primetimes,Ginger FC,Should Have Benched,Kalen Ballage,RB,RB,2.6
2019,12,Patty Primetimes,Ginger FC,Should Have Benched,Josh Gordon,WR,WR,1.0
2019,12,Patty Primetimes,Ginger FC,Should Have Started,Benny Snell Jr.,RB,BN,10.3
2019,12,Patty Primetimes,Ginger FC,Should Have Started,Hunter Renfrow,WR,BN,3.1
2019,12,Pop Lockett Drop it,Uncle Rico,Should Have Benched,Russell Wilson,QB,QB,12.5
2019,12,Pop Lockett Drop it,Uncle Rico,Should Have Benched,Courtland Sutton,WR,W/R/T,2.7
2019,12,Pop Lockett Drop it,Uncle Rico,Should Have Started,Kyle Allen,QB,BN,29.14
2019,12,Pop Lockett Drop it,Uncle Rico,Should Have Started,Devin Singletary,RB,BN,11.4
2019,12,Post Mahomes,ThreatLevelMidnight,Should Have Benched,T.Y. Hilton,WR,WR,1.8
2019,12,Post Mahomes,ThreatLevelMidnight,Should Have Started,Derrius Guice,RB,BN,3.8
2019,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Benched,Jamison Crowder,WR,W/R/T,1.8
2019,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Started,Golden Tate,WR,BN,9.3
2019,12,ThreatLevelMidnight,Post Mahomes,Should Have Benched,Derek Carr,QB,QB,5.18
2019,12,ThreatLevelMidnight,Post Mahomes,Should Have Benched,Aaron Jones Sr.,RB,W/R/T,3.8
2019,12,ThreatLevelMidnight,Post Mahomes,Should Have Started,Jamaal Williams,RB,BN,8.0
2019,12,ThreatLevelMidnight,Post Mahomes,Should Have Started,Ryan Tannehill,QB,BN,36.36
2019,12,Uncle Rico,Pop Lockett Drop it,Should Have Benched,Julio Jones,WR,WR,6.8
2019,12,Uncle Rico,Pop Lockett Drop it,Should Have Started,Robbie Chosen,WR,BN,14.6
2019,12,Voldemort,malle_dips_pouches,Should Have Benched,Curtis Samuel,WR,WR,4.9
2019,12,Voldemort,malle_dips_pouches,Should Have Started,Will Fuller V,WR,BN,14.0
2019,12,malle_dips_pouches,Voldemort,Should Have Benched,Emmanuel Sanders,WR,WR,1.5
2019,12,malle_dips_pouches,Voldemort,Should Have Started,Tyler Boyd,WR,BN,14.1
2019,13,Big Sack Jack,Patty Primetimes,Should Have Benched,Ronald Jones,RB,RB,0.8
2019,13,Big Sack Jack,Patty Primetimes,Should Have Benched,Zach Ertz,TE,TE,2.4
2019,13,Big Sack Jack,Patty Primetimes,Should Have Started,Cooper Kupp,WR,BN,12.5
2019,13,Big Sack Jack,Patty Primetimes,Should Have Started,Jack Doyle,TE,BN,13.3
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Benched,Drew Brees,QB,QB,13.26
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Benched,Jonnu Smith,TE,TE,0.0
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Benched,Kenyan Drake,RB,W/R/T,5.1
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Benched,Michael Thomas,WR,WR,4.8
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Started,Adrian Peterson,RB,BN,15.9
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Started,Jason Witten,TE,BN,12.2
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Started,Kirk Cousins,QB,BN,22.04
2019,13,Ginger FC,ThreatLevelMidnight,Should Have Started,Mike Williams,WR,BN,11.7
2019,13,Joe Mantegna,malle_dips_pouches,Should Have Benched,Odell Beckham Jr.,WR,W/R/T,2.9
2019,13,Joe Mantegna,malle_dips_pouches,Should Have Benched,Hollywood Brown,WR,WR,0.1
2019,13,Joe Mantegna,malle_dips_pouches,Should Have Started,Stefon Diggs,WR,BN,5.2
2019,13,Joe Mantegna,malle_dips_pouches,Should Have Started,Duke Johnson,RB,BN,15.0
2019,13,Malle ❤️ 🐸,Uncle Rico,Should Have Benched,Dak Prescott,QB,QB,27.7
2019,13,Malle ❤️ 🐸,Uncle Rico,Should Have Started,Ryan Fitzpatrick,QB,BN,33.8
2019,13,Patty Primetimes,Big Sack Jack,Should Have Benched,Brett Maher,K,K,1.0
2019,13,Patty Primetimes,Big Sack Jack,Should Have Benched,Nick Chubb,RB,RB,7.9
2019,13,Patty Primetimes,Big Sack Jack,Should Have Benched,Tyler Lockett,WR,WR,0.0
2019,13,Patty Primetimes,Big Sack Jack,Should Have Started,Benny Snell Jr.,RB,BN,12.7
2019,13,Patty Primetimes,Big Sack Jack,Should Have Started,Dan Bailey,K,BN,7.0
2019,13,Patty Primetimes,Big Sack Jack,Should Have Started,Josh Gordon,WR,BN,1.0
2019,13,Pop Lockett Drop it,Post Mahomes,Should Have Benched,Russell Wilson,QB,QB,21.9
2019,13,Pop Lockett Drop it,Post Mahomes,Should Have Benched,Josh Jacobs,RB,RB,10.4
2019,13,Pop Lockett Drop it,Post Mahomes,Should Have Benched,Mike Evans,WR,WR,5.3
2019,13,Pop Lockett Drop it,Post Mahomes,Should Have Started,Alshon Jeffery,WR,BN,19.7
2019,13,Pop Lockett Drop it,Post Mahomes,Should Have Started,Kenny Golladay,WR,BN,21.8
2019,13,Pop Lockett Drop it,Post Mahomes,Should Have Started,Kyle Allen,QB,BN,28.32
2019,13,Post Mahomes,Pop Lockett Drop it,Should Have Benched,Panthers - DEF,DEF,DEF,6.0
2019,13,Post Mahomes,Pop Lockett Drop it,Should Have Benched,Kyler Murray,QB,QB,14.32
2019,13,Post Mahomes,Pop Lockett Drop it,Should Have Benched,Phillip Dorsett II,WR,WR,1.5
2019,13,Post Mahomes,Pop Lockett Drop it,Should Have Started,Bills - DEF,DEF,BN,11.0
2019,13,Post Mahomes,Pop Lockett Drop it,Should Have Started,Deebo Samuel Sr.,WR,BN,12.1
2019,13,Post Mahomes,Pop Lockett Drop it,Should Have Started,Deshaun Watson,QB,BN,33.86
2019,13,The Big Gronkowski,Voldemort,Should Have Benched,Browns - DEF,DEF,DEF,4.0
2019,13,The Big Gronkowski,Voldemort,Should Have Benched,Jimmy Garoppolo,QB,QB,11.1
2019,13,The Big Gronkowski,Voldemort,Should Have Benched,Jamison Crowder,WR,W/R/T,0.8
2019,13,The Big Gronkowski,Voldemort,Should Have Started,Jaguars - DEF,DEF,BN,6.0
2019,13,The Big Gronkowski,Voldemort,Should Have Started,James White,RB,BN,29.7
2019,13,The Big Gronkowski,Voldemort,Should Have Started,Philip Rivers,QB,BN,21.6
2019,13,ThreatLevelMidnight,Ginger FC,Should Have Benched,Jets - DEF,DEF,DEF,2.0
2019,13,ThreatLevelMidnight,Ginger FC,Should Have Benched,Aaron Jones Sr.,RB,RB,3.1
2019,13,ThreatLevelMidnight,Ginger FC,Should Have Benched,Le'Veon Bell,RB,W/R/T,6.7
2019,13,ThreatLevelMidnight,Ginger FC,Should Have Started,Alexander Mattison,RB,BN,7.3
2019,13,ThreatLevelMidnight,Ginger FC,Should Have Started,Patriots - DEF,DEF,BN,2.0
2019,13,ThreatLevelMidnight,Ginger FC,Should Have Started,Rashaad Penny,RB,BN,22.7
2019,13,Uncle Rico,Malle ❤️ 🐸,Should Have Benched,Christian Kirk,WR,WR,2.3
2019,13,Uncle Rico,Malle ❤️ 🐸,Should Have Started,Robbie Chosen,WR,BN,10.1
2019,13,Voldemort,The Big Gronkowski,Should Have Benched,Tevin Coleman,RB,W/R/T,1.5
2019,13,Voldemort,The Big Gronkowski,Should Have Benched,Terry McLaurin,WR,WR,0.8
2019,13,Voldemort,The Big Gronkowski,Should Have Started,Darrel Williams,RB,BN,7.6
2019,13,Voldemort,The Big Gronkowski,Should Have Started,Michael Gallup,WR,BN,6.3
2019,13,malle_dips_pouches,Joe Mantegna,Should Have Benched,Carlos Hyde,RB,RB,2.2
2019,13,malle_dips_pouches,Joe Mantegna,Should Have Started,Sterling Shepard,WR,BN,10.0
2020,1,Big Sack Jack,ThreatLevelMidnight,Should Have Benched,Evan Engram,TE,TE,1.9
2020,1,Big Sack Jack,ThreatLevelMidnight,Should Have Benched,Odell Beckham Jr.,WR,WR,3.7
2020,1,Big Sack Jack,ThreatLevelMidnight,Should Have Started,Dallas Goedert,TE,BN,20.1
2020,1,Big Sack Jack,ThreatLevelMidnight,Should Have Started,Sammy Watkins,WR,BN,18.0
2020,1,Ginger FC,Pop Lockett Drop it,Should Have Benched,Matt Breida,RB,RB,2.2
2020,1,Ginger FC,Pop Lockett Drop it,Should Have Benched,DeVante Parker,WR,WR,6.7
2020,1,Ginger FC,Pop Lockett Drop it,Should Have Started,Mike Evans,WR,BN,6.7
2020,1,Ginger FC,Pop Lockett Drop it,Should Have Started,Sony Michel,RB,BN,9.7
2020,1,Joe Mantegna,malle_dips_pouches,Should Have Benched,Deshaun Watson,QB,QB,23.82
2020,1,Joe Mantegna,malle_dips_pouches,Should Have Started,Kirk Cousins,QB,BN,26.76
2020,1,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Tom Brady,QB,QB,26.46
2020,1,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Ben Roethlisberger,QB,BN,28.06
2020,1,Patty Primetimes,Post Mahomes,Should Have Benched,Austin Ekeler,RB,RB,9.2
2020,1,Patty Primetimes,Post Mahomes,Should Have Benched,Nick Chubb,RB,RB,5.1
2020,1,Patty Primetimes,Post Mahomes,Should Have Benched,Rob Gronkowski,TE,W/R/T,2.1
