year,week,fantasy_team,opponent,decision_type,player,player_position,lineup_slot,fantasy_points
2024,4,ThreatLevelMidnight,Joe Mantegna,Should Have Started,Christian Kirk,WR,BN,15.6
2024,4,ThreatLevelMidnight,Joe Mantegna,Should Have Started,Jerome Ford,RB,BN,12.0
2024,4,Voldemort,Ginger FC,Should Have Benched,Jonathan Taylor,RB,RB,18.3
2024,4,Voldemort,Ginger FC,Should Have Benched,Travis Etienne Jr.,RB,RB,6.5
2024,4,Voldemort,Ginger FC,Should Have Started,Chase Brown,RB,BN,22.2
2024,4,Voldemort,Ginger FC,Should Have Started,Kenneth Walker III,RB,BN,31.6
2024,4,malle_dips_pouches,Malle ❤️ 🐸,Should Have Benched,Vikings - DEF,DEF,DEF,8.0
2024,4,malle_dips_pouches,Malle ❤️ 🐸,Should Have Benched,Zamir White,RB,RB,3.0
2024,4,malle_dips_pouches,Malle ❤️ 🐸,Should Have Benched,Tyler Lockett,WR,WR,8.6
2024,4,malle_dips_pouches,Malle ❤️ 🐸,Should Have Started,Jaleel McLaughlin,RB,BN,5.1
2024,4,malle_dips_pouches,Malle ❤️ 🐸,Should Have Started,Marvin Harrison Jr.,WR,BN,13.0
2024,4,malle_dips_pouches,Malle ❤️ 🐸,Should Have Started,Ravens - DEF,DEF,BN,9.0
2024,5,Buttermilk Puuump,Voldemort,Should Have Benched,Travis Etienne Jr.,RB,RB,9.0
2024,5,Buttermilk Puuump,Voldemort,Should Have Started,Chase Brown,RB,BN,14.9
2024,5,Ginger FC,Joe Mantegna,Should Have Benched,Jordan Love,QB,QB,20.96
2024,5,Ginger FC,Joe Mantegna,Should Have Benched,Amari Cooper,WR,WR,8.0
2024,5,Ginger FC,Joe Mantegna,Should Have Benched,Deebo Samuel Sr.,WR,WR,2.5
2024,5,Ginger FC,Joe Mantegna,Should Have Started,Brandon Aiyuk,WR,BN,18.7
2024,5,Ginger FC,Joe Mantegna,Should Have Started,Brian Thomas Jr.,WR,BN,20.7
2024,5,Ginger FC,Joe Mantegna,Should Have Started,Kirk Cousins,QB,BN,43.36
2024,5,Joe Mantegna,Ginger FC,Should Have Benched,George Pickens,WR,W/R/T,4.1
2024,5,Joe Mantegna,Ginger FC,Should Have Started,Jakobi Meyers,WR,BN,10.2
2024,5,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Benched,Marvin Harrison Jr.,WR,WR,4.6
2024,5,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Started,Cole Kmet,TE,BN,7.2
2024,5,Patty Primetimes,The Big Gronkowski,Should Have Benched,Jake Ferguson,TE,TE,10.0
2024,5,Patty Primetimes,The Big Gronkowski,Should Have Benched,Chris Olave,WR,WR,2.0
2024,5,Patty Primetimes,The Big Gronkowski,Should Have Started,Isaiah Likely,TE,BN,14.8
2024,5,Patty Primetimes,The Big Gronkowski,Should Have Started,Jaxon Smith-Njigba,WR,BN,11.1
2024,5,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Benched,C.J. Stroud,QB,QB,18.94
2024,5,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Benched,Rome Odunze,WR,WR,6.5
2024,5,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Started,Justin Fields,QB,BN,19.94
2024,5,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Started,Rico Dowdle,RB,BN,18.4
2024,5,Post Mahomes,Uncle Rico,Should Have Benched,Tank Dell,FLEX,W/R/T,5.3
2024,5,Post Mahomes,Uncle Rico,Should Have Started,Austin Ekeler,RB,BN,10.7
2024,5,ThreatLevelMidnight,malle_dips_pouches,Should Have Benched,Antonio Gibson,RB,RB,6.1
2024,5,ThreatLevelMidnight,malle_dips_pouches,Should Have Benched,Courtland Sutton,WR,W/R/T,4.2
2024,5,ThreatLevelMidnight,malle_dips_pouches,Should Have Started,Pat Freiermuth,TE,BN,7.7
2024,5,ThreatLevelMidnight,malle_dips_pouches,Should Have Started,Rhamondre Stevenson,RB,BN,17.2
2024,5,Voldemort,Buttermilk Puuump,Should Have Benched,David Njoku,TE,TE,1.9
2024,5,Voldemort,Buttermilk Puuump,Should Have Benched,Keenan Allen,WR,WR,4.8
2024,5,Voldemort,Buttermilk Puuump,Should Have Started,Noah Fant,TE,BN,3.9
2024,5,Voldemort,Buttermilk Puuump,Should Have Started,Raheem Mostert,RB,BN,10.8
2024,5,malle_dips_pouches,ThreatLevelMidnight,Should Have Benched,Kyler Murray,QB,QB,27.1
2024,5,malle_dips_pouches,ThreatLevelMidnight,Should Have Benched,Jordan Mason,RB,RB,8.3
2024,5,malle_dips_pouches,ThreatLevelMidnight,Should Have Benched,DK Metcalf,WR,WR,5.5
2024,5,malle_dips_pouches,ThreatLevelMidnight,Should Have Started,Baker Mayfield,QB,BN,29.4
2024,5,malle_dips_pouches,ThreatLevelMidnight,Should Have Started,Chris Godwin Jr.,WR,BN,9.1
2024,5,malle_dips_pouches,ThreatLevelMidnight,Should Have Started,Christian Kirk,WR,BN,10.8
2024,6,Buttermilk Puuump,Joe Mantegna,Should Have Benched,Rachaad White,RB,RB,0.0
2024,6,Buttermilk Puuump,Joe Mantegna,Should Have Started,David Njoku,TE,BN,5.6
2024,6,Ginger FC,ThreatLevelMidnight,Should Have Benched,Dallas Goedert,TE,TE,0.0
2024,6,Ginger FC,ThreatLevelMidnight,Should Have Started,Cade Otton,TE,BN,8.5
2024,6,Joe Mantegna,Buttermilk Puuump,Should Have Benched,George Pickens,WR,W/R/T,6.8
2024,6,Joe Mantegna,Buttermilk Puuump,Should Have Started,Hunter Henry,TE,BN,11.6
2024,6,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Cowboys - DEF,DEF,DEF,-1.0
2024,6,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Chris Olave,WR,WR,-1.0
2024,6,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,MarShawn Lloyd,DEF,BN,0.0
2024,6,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Isaiah Likely,TE,BN,3.7
2024,6,Patty Primetimes,Post Mahomes,Should Have Benched,Darnell Mooney,WR,WR,5.3
2024,6,Patty Primetimes,Post Mahomes,Should Have Started,Michael Pittman Jr.,WR,BN,11.0
2024,6,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,Courtland Sutton,WR,W/R/T,13.3
2024,6,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,Josh Downs,WR,BN,16.0
2024,6,Post Mahomes,Patty Primetimes,Should Have Benched,Bears - DEF,DEF,DEF,9.0
2024,6,Post Mahomes,Patty Primetimes,Should Have Started,Tyrone Tracy Jr.,DEF,BN,19.7
2024,6,The Big Gronkowski,Malle ❤️ 🐸,Should Have Benched,Jalen Hurts,QB,QB,25.86
2024,6,The Big Gronkowski,Malle ❤️ 🐸,Should Have Benched,Marvin Harrison Jr.,WR,W/R/T,0.0
2024,6,The Big Gronkowski,Malle ❤️ 🐸,Should Have Started,Brock Purdy,QB,BN,30.1
2024,6,The Big Gronkowski,Malle ❤️ 🐸,Should Have Started,Cole Kmet,TE,BN,21.5
2024,6,ThreatLevelMidnight,Ginger FC,Should Have Benched,Kyler Murray,QB,QB,13.96
2024,6,ThreatLevelMidnight,Ginger FC,Should Have Benched,James Conner,RB,RB,4.6
2024,6,ThreatLevelMidnight,Ginger FC,Should Have Started,Baker Mayfield,QB,BN,36.9
2024,6,ThreatLevelMidnight,Ginger FC,Should Have Started,Chris Godwin Jr.,WR,BN,30.0
2024,6,Uncle Rico,Voldemort,Should Have Benched,Chuba Hubbard,RB,W/R/T,12.8
2024,6,Uncle Rico,Voldemort,Should Have Benched,Dontayvion Wicks,WR,WR,1.4
2024,6,Uncle Rico,Voldemort,Should Have Started,Chase Brown,RB,BN,13.4
2024,6,Uncle Rico,Voldemort,Should Have Started,Khalil Shakir,WR,BN,2.9
2024,6,Voldemort,Uncle Rico,Should Have Benched,Jauan Jennings,WR,WR,4.2
2024,6,Voldemort,Uncle Rico,Should Have Started,Romeo Doubs,WR,BN,18.4
2024,6,malle_dips_pouches,Pop Lockett Drop it,Should Have Benched,Mike Evans,WR,WR,4.4
2024,6,malle_dips_pouches,Pop Lockett Drop it,Should Have Started,Jameson Williams,WR,BN,16.2
2024,7,Buttermilk Puuump,ThreatLevelMidnight,Should Have Benched,Sam LaPorta,TE,TE,3.0
2024,7,Buttermilk Puuump,ThreatLevelMidnight,Should Have Started,Tucker Kraft,TE,BN,10.8
2024,7,Ginger FC,malle_dips_pouches,Should Have Benched,Courtland Sutton,WR,W/R/T,0.0
2024,7,Ginger FC,malle_dips_pouches,Should Have Started,Rhamondre Stevenson,RB,BN,3.5
2024,7,Joe Mantegna,Uncle Rico,Should Have Benched,Patrick Mahomes,QB,QB,14.06
2024,7,Joe Mantegna,Uncle Rico,Should Have Benched,Tank Dell,FLEX,W/R/T,0.0
2024,7,Joe Mantegna,Uncle Rico,Should Have Started,Geno Smith,QB,BN,21.78
2024,7,Joe Mantegna,Uncle Rico,Should Have Started,Romeo Doubs,WR,BN,13.4
2024,7,Malle ❤️ 🐸,Post Mahomes,Should Have Benched,Ray-Ray McCloud III,WR,W/R/T,1.9
2024,7,Malle ❤️ 🐸,Post Mahomes,Should Have Started,Marvin Harrison Jr.,WR,BN,3.6
2024,7,Patty Primetimes,Voldemort,Should Have Benched,Jets - DEF,DEF,DEF,-3.0
2024,7,Patty Primetimes,Voldemort,Should Have Benched,DeMario Douglas,WR,WR,2.4
2024,7,Patty Primetimes,Voldemort,Should Have Benched,Diontae Johnson,WR,WR,2.2
2024,7,Patty Primetimes,Voldemort,Should Have Started,Calvin Ridley,WR,BN,5.7
2024,7,Patty Primetimes,Voldemort,Should Have Started,Khalil Shakir,WR,BN,10.0
2024,7,Patty Primetimes,Voldemort,Should Have Started,Xavier Legette,DEF,BN,1.9
2024,7,Pop Lockett Drop it,The Big Gronkowski,Should Have Benched,DeVonta Smith,WR,WR,0.3
2024,7,Pop Lockett Drop it,The Big Gronkowski,Should Have Started,Zack Moss,RB,BN,5.5
2024,7,Post Mahomes,Malle ❤️ 🐸,Should Have Benched,Chiefs - DEF,DEF,DEF,8.0
2024,7,Post Mahomes,Malle ❤️ 🐸,Should Have Benched,Deebo Samuel Sr.,WR,W/R/T,0.0
2024,7,Post Mahomes,Malle ❤️ 🐸,Should Have Benched,Darnell Mooney,WR,WR,7.1
2024,7,Post Mahomes,Malle ❤️ 🐸,Should Have Started,Amari Cooper,WR,BN,14.6
2024,7,Post Mahomes,Malle ❤️ 🐸,Should Have Started,Tyler Goodson,DEF,BN,11.1
2024,7,Post Mahomes,Malle ❤️ 🐸,Should Have Started,Michael Pittman Jr.,WR,BN,7.8
2024,7,ThreatLevelMidnight,Buttermilk Puuump,Should Have Benched,Raheem Mostert,RB,RB,3.0
2024,7,ThreatLevelMidnight,Buttermilk Puuump,Should Have Benched,Tyreek Hill,WR,WR,1.8
2024,7,ThreatLevelMidnight,Buttermilk Puuump,Should Have Started,David Njoku,TE,BN,18.6
2024,7,ThreatLevelMidnight,Buttermilk Puuump,Should Have Started,Rachaad White,RB,BN,26.1
2024,7,Uncle Rico,Joe Mantegna,Should Have Benched,Evan Engram,TE,TE,6.0
2024,7,Uncle Rico,Joe Mantegna,Should Have Benched,Wan'Dale Robinson,WR,WR,5.3
2024,7,Uncle Rico,Joe Mantegna,Should Have Started,Bucky Irving,RB,BN,15.2
2024,7,Uncle Rico,Joe Mantegna,Should Have Started,Hunter Henry,TE,BN,13.2
2024,7,Voldemort,Patty Primetimes,Should Have Benched,Jayden Daniels,QB,QB,5.24
2024,7,Voldemort,Patty Primetimes,Should Have Benched,Xavier Worthy,WR,WR,3.9
2024,7,Voldemort,Patty Primetimes,Should Have Started,Anthony Richardson Sr.,QB,BN,8.76
2024,7,Voldemort,Patty Primetimes,Should Have Started,Ladd McConkey,WR,BN,7.1
2024,7,malle_dips_pouches,Ginger FC,Should Have Benched,Saints - DEF,DEF,DEF,2.0
2024,7,malle_dips_pouches,Ginger FC,Should Have Benched,Brandon Aiyuk,WR,WR,3.3
2024,7,malle_dips_pouches,Ginger FC,Should Have Started,49ers - DEF,DEF,BN,5.0
2024,7,malle_dips_pouches,Ginger FC,Should Have Started,Alexander Mattison,RB,BN,13.8
2024,8,Buttermilk Puuump,Ginger FC,Should Have Benched,Jordan Love,QB,QB,6.74
2024,8,Buttermilk Puuump,Ginger FC,Should Have Benched,Nick Chubb,RB,W/R/T,5.2
2024,8,Buttermilk Puuump,Ginger FC,Should Have Started,Alexander Mattison,RB,BN,6.9
2024,8,Buttermilk Puuump,Ginger FC,Should Have Started,Kirk Cousins,QB,BN,36.64
2024,8,Ginger FC,Buttermilk Puuump,Should Have Benched,Bills - DEF,DEF,DEF,9.0
2024,8,Ginger FC,Buttermilk Puuump,Should Have Started,Jerry Jeudy,DEF,BN,10.4
2024,8,Joe Mantegna,Patty Primetimes,Should Have Benched,Jayden Daniels,QB,QB,24.24
2024,8,Joe Mantegna,Patty Primetimes,Should Have Benched,Aaron Jones Sr.,RB,RB,10.5
2024,8,Joe Mantegna,Patty Primetimes,Should Have Benched,Tank Bigsby,RB,RB,9.6
2024,8,Joe Mantegna,Patty Primetimes,Should Have Benched,Cooper Kupp,WR,WR,13.6
2024,8,Joe Mantegna,Patty Primetimes,Should Have Started,Jameis Winston,QB,BN,29.56
2024,8,Joe Mantegna,Patty Primetimes,Should Have Started,Ladd McConkey,WR,BN,26.1
2024,8,Joe Mantegna,Patty Primetimes,Should Have Started,Tony Pollard,RB,BN,13.2
2024,8,Joe Mantegna,Patty Primetimes,Should Have Started,Tyrone Tracy Jr.,RB,BN,22.0
2024,8,Malle ❤️ 🐸,Voldemort,Should Have Benched,Vikings - DEF,DEF,DEF,1.0
2024,8,Malle ❤️ 🐸,Voldemort,Should Have Benched,Tyler Lockett,WR,WR,1.4
2024,8,Malle ❤️ 🐸,Voldemort,Should Have Started,Chargers - DEF,DEF,BN,12.0
2024,8,Malle ❤️ 🐸,Voldemort,Should Have Started,Ray-Ray McCloud III,WR,BN,4.1
2024,8,Patty Primetimes,Joe Mantegna,Should Have Benched,Tua Tagovailoa,QB,QB,16.66
2024,8,Patty Primetimes,Joe Mantegna,Should Have Benched,Breece Hall,RB,RB,9.4
2024,8,Patty Primetimes,Joe Mantegna,Should Have Benched,Wan'Dale Robinson,WR,WR,5.5
2024,8,Patty Primetimes,Joe Mantegna,Should Have Started,Jakobi Meyers,WR,BN,14.2
2024,8,Patty Primetimes,Joe Mantegna,Should Have Started,Bucky Irving,RB,BN,11.9
2024,8,Patty Primetimes,Joe Mantegna,Should Have Started,Dak Prescott,QB,BN,19.62
2024,8,Pop Lockett Drop it,Post Mahomes,Should Have Benched,Rico Dowdle,RB,W/R/T,0.0
2024,8,Pop Lockett Drop it,Post Mahomes,Should Have Benched,Jayden Reed,WR,WR,6.5
2024,8,Pop Lockett Drop it,Post Mahomes,Should Have Started,Mike Gesicki,TE,BN,8.8
2024,8,Pop Lockett Drop it,Post Mahomes,Should Have Started,Rome Odunze,WR,BN,6.9
2024,8,Post Mahomes,Pop Lockett Drop it,Should Have Benched,Amari Cooper,WR,WR,0.8
2024,8,Post Mahomes,Pop Lockett Drop it,Should Have Started,Jaylen Warren,RB,BN,6.9
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Benched,Caleb Williams,QB,QB,9.94
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Benched,Brian Robinson,RB,RB,8.1
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Benched,Jaylen Waddle,WR,W/R/T,6.5
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Benched,Drake London,WR,WR,5.4
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Started,Courtland Sutton,WR,BN,13.12
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Started,Josh Downs,WR,BN,20.2
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Started,Rhamondre Stevenson,RB,BN,22.0
2024,8,The Big Gronkowski,malle_dips_pouches,Should Have Started,Sam Darnold,QB,BN,22.2
2024,8,ThreatLevelMidnight,Uncle Rico,Should Have Benched,Davante Adams,WR,WR,7.4
2024,8,ThreatLevelMidnight,Uncle Rico,Should Have Started,Romeo Doubs,WR,BN,8.7
2024,8,Uncle Rico,ThreatLevelMidnight,Should Have Benched,Kyler Murray,QB,QB,26.18
2024,8,Uncle Rico,ThreatLevelMidnight,Should Have Benched,Jordan Mason,RB,W/R/T,1.8
2024,8,Uncle Rico,ThreatLevelMidnight,Should Have Benched,Jalen McMillan,WR,WR,7.2
2024,8,Uncle Rico,ThreatLevelMidnight,Should Have Started,Ricky Pearsall,WR,BN,9.7
2024,8,Uncle Rico,ThreatLevelMidnight,Should Have Started,Sam LaPorta,TE,BN,13.8
2024,8,Uncle Rico,ThreatLevelMidnight,Should Have Started,Baker Mayfield,QB,BN,30.3
2024,8,Voldemort,Malle ❤️ 🐸,Should Have Benched,Jets - DEF,DEF,DEF,2.0
2024,8,Voldemort,Malle ❤️ 🐸,Should Have Benched,Kenneth Walker III,RB,W/R/T,6.5
2024,8,Voldemort,Malle ❤️ 🐸,Should Have Benched,DeAndre Hopkins,WR,WR,3.9
2024,8,Voldemort,Malle ❤️ 🐸,Should Have Started,Sterling Shepard,DEF,BN,3.3
2024,8,Voldemort,Malle ❤️ 🐸,Should Have Started,Calvin Ridley,WR,BN,17.6
2024,8,Voldemort,Malle ❤️ 🐸,Should Have Started,Khalil Shakir,WR,BN,15.4
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Benched,Brandon Aubrey,K,K,6.0
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Benched,Joe Burrow,QB,QB,15.86
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Benched,Jake Ferguson,TE,TE,5.3
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Benched,DJ Moore,WR,WR,4.4
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Started,Chris Olave,WR,BN,14.7
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Started,Isaiah Likely,TE,BN,6.7
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Started,Matthew Stafford,QB,BN,33.76
2024,8,malle_dips_pouches,The Big Gronkowski,Should Have Started,Cameron Dicker,K,BN,9.0
2024,9,Buttermilk Puuump,malle_dips_pouches,Should Have Benched,Saints - DEF,DEF,DEF,3.0
2024,9,Buttermilk Puuump,malle_dips_pouches,Should Have Benched,Tyreek Hill,WR,WR,10.0
2024,9,Buttermilk Puuump,malle_dips_pouches,Should Have Started,Aaron Rodgers,DEF,BN,26.34
2024,9,Buttermilk Puuump,malle_dips_pouches,Should Have Started,Jordan Addison,WR,BN,13.6
2024,9,Ginger FC,Uncle Rico,Should Have Benched,Dontayvion Wicks,WR,WR,0.0
2024,9,Ginger FC,Uncle Rico,Should Have Started,Stefon Diggs,WR,BN,0.0
2024,9,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Jaleel McLaughlin,RB,RB,3.5
2024,9,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Cole Kmet,TE,TE,0.0
2024,9,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Marvin Harrison Jr.,WR,W/R/T,2.4
2024,9,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,George Kittle,TE,BN,0.0
2024,9,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Ray-Ray McCloud III,WR,BN,11.0
2024,9,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Zamir White,RB,BN,7.0
2024,9,Malle ❤️ 🐸,Joe Mantegna,Should Have Benched,Bengals - DEF,DEF,DEF,10.0
2024,9,Malle ❤️ 🐸,Joe Mantegna,Should Have Benched,Dak Prescott,QB,QB,14.32
2024,9,Malle ❤️ 🐸,Joe Mantegna,Should Have Benched,Wan'Dale Robinson,WR,WR,2.5
2024,9,Malle ❤️ 🐸,Joe Mantegna,Should Have Started,Hunter Henry,TE,BN,9.1
2024,9,Malle ❤️ 🐸,Joe Mantegna,Should Have Started,Tua Tagovailoa,QB,BN,21.54
2024,9,Malle ❤️ 🐸,Joe Mantegna,Should Have Started,Demarcus Robinson,DEF,BN,24.4
2024,9,Patty Primetimes,ThreatLevelMidnight,Should Have Benched,Kyler Murray,QB,QB,4.76
2024,9,Patty Primetimes,ThreatLevelMidnight,Should Have Benched,Sam LaPorta,TE,TE,3.8
2024,9,Patty Primetimes,ThreatLevelMidnight,Should Have Started,Baker Mayfield,QB,BN,22.0
2024,9,Patty Primetimes,ThreatLevelMidnight,Should Have Started,Tucker Kraft,TE,BN,5.6
2024,9,Pop Lockett Drop it,Voldemort,Should Have Benched,Kenneth Walker III,RB,RB,12.2
2024,9,Pop Lockett Drop it,Voldemort,Should Have Benched,Jonathan Taylor,RB,W/R/T,7.4
2024,9,Pop Lockett Drop it,Voldemort,Should Have Benched,Puka Nacua,WR,WR,1.6
2024,9,Pop Lockett Drop it,Voldemort,Should Have Started,Chase Brown,RB,BN,24.2
2024,9,Pop Lockett Drop it,Voldemort,Should Have Started,DeAndre Hopkins,WR,BN,24.6
2024,9,Pop Lockett Drop it,Voldemort,Should Have Started,J.K. Dobbins,RB,BN,23.5
2024,9,Post Mahomes,The Big Gronkowski,Should Have Benched,Michael Pittman Jr.,WR,W/R/T,1.9
2024,9,Post Mahomes,The Big Gronkowski,Should Have Started,T.J. Hockenson,TE,BN,4.2
2024,9,The Big Gronkowski,Post Mahomes,Should Have Benched,Chris Olave,WR,W/R/T,1.8
2024,9,The Big Gronkowski,Post Mahomes,Should Have Benched,DJ Moore,WR,WR,5.3
2024,9,The Big Gronkowski,Post Mahomes,Should Have Started,Jaxon Smith-Njigba,WR,BN,33.5
2024,9,The Big Gronkowski,Post Mahomes,Should Have Started,Christian Watson,WR,BN,7.2
2024,9,Uncle Rico,Ginger FC,Should Have Benched,Patrick Mahomes,QB,QB,30.54
2024,9,Uncle Rico,Ginger FC,Should Have Benched,D'Andre Swift,RB,RB,11.2
2024,9,Uncle Rico,Ginger FC,Should Have Started,Geno Smith,QB,BN,31.12
2024,9,Uncle Rico,Ginger FC,Should Have Started,Austin Ekeler,RB,BN,15.8
2024,9,Voldemort,Pop Lockett Drop it,Should Have Benched,David Montgomery,RB,RB,11.1
2024,9,Voldemort,Pop Lockett Drop it,Should Have Started,Rome Odunze,WR,BN,12.9
2024,9,malle_dips_pouches,Buttermilk Puuump,Should Have Benched,A.J. Brown,WR,WR,4.6
2024,9,malle_dips_pouches,Buttermilk Puuump,Should Have Started,Courtland Sutton,WR,BN,21.78
2024,10,Buttermilk Puuump,Uncle Rico,Should Have Benched,Tank Dell,FLEX,W/R/T,5.8
2024,10,Buttermilk Puuump,Uncle Rico,Should Have Benched,Zay Flowers,WR,WR,5.4
2024,10,Buttermilk Puuump,Uncle Rico,Should Have Started,Austin Ekeler,RB,BN,17.6
2024,10,Buttermilk Puuump,Uncle Rico,Should Have Started,Jauan Jennings,WR,BN,12.8
2024,10,Ginger FC,Patty Primetimes,Should Have Benched,CeeDee Lamb,WR,WR,5.4
2024,10,Ginger FC,Patty Primetimes,Should Have Started,Tony Pollard,RB,BN,8.3
2024,10,Joe Mantegna,Pop Lockett Drop it,Should Have Benched,Jonnu Smith,TE,W/R/T,6.0
2024,10,Joe Mantegna,Pop Lockett Drop it,Should Have Benched,Garrett Wilson,WR,WR,6.6
2024,10,Joe Mantegna,Pop Lockett Drop it,Should Have Started,Bucky Irving,RB,BN,16.2
2024,10,Joe Mantegna,Pop Lockett Drop it,Should Have Started,Wan'Dale Robinson,WR,BN,7.6
2024,10,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Benched,Chargers - DEF,DEF,DEF,8.0
2024,10,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Benched,Cole Kmet,TE,TE,2.3
2024,10,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Started,Ray-Ray McCloud III,WR,BN,5.1
2024,10,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Started,Vikings - DEF,DEF,BN,13.0
2024,10,Patty Primetimes,Ginger FC,Should Have Benched,Cade Otton,TE,TE,6.0
2024,10,Patty Primetimes,Ginger FC,Should Have Started,Dallas Goedert,TE,BN,9.5
2024,10,Pop Lockett Drop it,Joe Mantegna,Should Have Benched,DeVonta Smith,WR,WR,2.4
2024,10,Pop Lockett Drop it,Joe Mantegna,Should Have Started,Rome Odunze,WR,BN,3.8
2024,10,Post Mahomes,malle_dips_pouches,Should Have Benched,Kyle Pitts Sr.,TE,TE,7.5
2024,10,Post Mahomes,malle_dips_pouches,Should Have Benched,Josh Downs,WR,W/R/T,10.7
2024,10,Post Mahomes,malle_dips_pouches,Should Have Started,Courtland Sutton,WR,BN,16.0
2024,10,Post Mahomes,malle_dips_pouches,Should Have Started,Pat Freiermuth,TE,BN,9.2
2024,10,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Benched,Falcons - DEF,DEF,DEF,1.0
2024,10,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Benched,Baker Mayfield,QB,QB,10.94
2024,10,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Started,Kyler Murray,QB,BN,30.74
2024,10,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Started,Trey Benson,DEF,BN,9.7
2024,10,Uncle Rico,Buttermilk Puuump,Should Have Benched,Raheem Mostert,RB,RB,4.4
2024,10,Uncle Rico,Buttermilk Puuump,Should Have Benched,Jordan Addison,WR,W/R/T,3.9
2024,10,Uncle Rico,Buttermilk Puuump,Should Have Started,Keenan Allen,WR,BN,6.9
2024,10,Uncle Rico,Buttermilk Puuump,Should Have Started,Najee Harris,RB,BN,11.3
2024,10,Voldemort,The Big Gronkowski,Should Have Benched,Jets - DEF,DEF,DEF,0.0
2024,10,Voldemort,The Big Gronkowski,Should Have Benched,J.K. Dobbins,RB,RB,7.0
2024,10,Voldemort,The Big Gronkowski,Should Have Benched,DeAndre Hopkins,WR,WR,7.6
2024,10,Voldemort,The Big Gronkowski,Should Have Started,Calvin Ridley,WR,BN,22.9
2024,10,Voldemort,The Big Gronkowski,Should Have Started,Chuba Hubbard,RB,BN,22.9
2024,10,Voldemort,The Big Gronkowski,Should Have Started,Diontae Johnson,DEF,BN,1.1
2024,11,Buttermilk Puuump,Patty Primetimes,Should Have Benched,Jordan Addison,WR,W/R/T,13.6
2024,11,Buttermilk Puuump,Patty Primetimes,Should Have Started,Jerry Jeudy,WR,BN,23.2
2024,11,Ginger FC,Malle ❤️ 🐸,Should Have Benched,Lions - DEF,DEF,DEF,10.0
2024,11,Ginger FC,Malle ❤️ 🐸,Should Have Benched,Kareem Hunt,RB,W/R/T,6.0
2024,11,Ginger FC,Malle ❤️ 🐸,Should Have Started,Chris Boswell,DEF,BN,24.0
2024,11,Ginger FC,Malle ❤️ 🐸,Should Have Started,Alexander Mattison,RB,BN,8.4
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Benched,Joe Burrow,QB,QB,35.04
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Benched,Braelon Allen,RB,RB,0.6
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Benched,Jake Ferguson,TE,TE,1.6
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Benched,DJ Moore,WR,WR,10.2
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Started,Christian Watson,WR,BN,17.0
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Started,Isaiah Likely,TE,BN,7.5
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Started,Javonte Williams,RB,BN,16.7
2024,11,Joe Mantegna,The Big Gronkowski,Should Have Started,Matthew Stafford,QB,BN,35.8
