year,week,team,opponent,points_for,points_against,result,margin
2024,3,Uncle Rico,Pop Lockett Drop it,120.08,68.5,W,51.58
2024,3,Voldemort,ThreatLevelMidnight,133.52,87.58,W,45.94000000000001
2024,3,malle_dips_pouches,Joe Mantegna,86.72,113.36,L,-26.64
2024,4,Buttermilk Puuump,Post Mahomes,120.36,97.04,W,23.319999999999993
2024,4,Ginger FC,Voldemort,110.56,98.4,W,12.159999999999997
2024,4,Joe Mantegna,ThreatLevelMidnight,92.54,103.78,L,-11.239999999999995
2024,4,Malle ❤️ 🐸,malle_dips_pouches,96.82,68.38,W,28.439999999999998
2024,4,Patty Primetimes,Pop Lockett Drop it,143.72,117.0,W,26.72
2024,4,Pop Lockett Drop it,Patty Primetimes,117.0,143.72,L,-26.72
2024,4,Post Mahomes,Buttermilk Puuump,97.04,120.36,L,-23.319999999999993
2024,4,The Big Gronkowski,Uncle Rico,114.98,91.4,W,23.58
2024,4,ThreatLevelMidnight,Joe Mantegna,103.78,92.54,W,11.239999999999995
2024,4,Uncle Rico,The Big Gronkowski,91.4,114.98,L,-23.58
2024,4,Voldemort,Ginger FC,98.4,110.56,L,-12.159999999999997
2024,4,malle_dips_pouches,Malle ❤️ 🐸,68.38,96.82,L,-28.439999999999998
2024,5,Buttermilk Puuump,Voldemort,79.26,79.04,W,0.21999999999999886
2024,5,Ginger FC,Joe Mantegna,76.86,102.18,L,-25.320000000000007
2024,5,Joe Mantegna,Ginger FC,102.18,76.86,W,25.320000000000007
2024,5,Malle ❤️ 🐸,Pop Lockett Drop it,114.86,109.04,W,5.819999999999993
2024,5,Patty Primetimes,The Big Gronkowski,114.02,133.18,L,-19.16000000000001
2024,5,Pop Lockett Drop it,Malle ❤️ 🐸,109.04,114.86,L,-5.819999999999993
2024,5,Post Mahomes,Uncle Rico,173.32,93.64,W,79.67999999999999
2024,5,The Big Gronkowski,Patty Primetimes,133.18,114.02,W,19.16000000000001
2024,5,ThreatLevelMidnight,malle_dips_pouches,160.9,127.76,W,33.14
2024,5,Uncle Rico,Post Mahomes,93.64,173.32,L,-79.67999999999999
2024,5,Voldemort,Buttermilk Puuump,79.04,79.26,L,-0.21999999999999886
2024,5,malle_dips_pouches,ThreatLevelMidnight,127.76,160.9,L,-33.14
2024,6,Buttermilk Puuump,Joe Mantegna,110.6,103.32,W,7.280000000000001
2024,6,Ginger FC,ThreatLevelMidnight,103.52,77.46,W,26.060000000000002
2024,6,Joe Mantegna,Buttermilk Puuump,103.32,110.6,L,-7.280000000000001
2024,6,Malle ❤️ 🐸,The Big Gronkowski,98.36,62.22,W,36.14
2024,6,Patty Primetimes,Post Mahomes,101.56,107.62,L,-6.060000000000002
2024,6,Pop Lockett Drop it,malle_dips_pouches,134.58,160.44,L,-25.859999999999985
2024,6,Post Mahomes,Patty Primetimes,107.62,101.56,W,6.060000000000002
2024,6,The Big Gronkowski,Malle ❤️ 🐸,62.22,98.36,L,-36.14
2024,6,ThreatLevelMidnight,Ginger FC,77.46,103.52,L,-26.060000000000002
2024,6,Uncle Rico,Voldemort,127.98,108.6,W,19.38000000000001
2024,6,Voldemort,Uncle Rico,108.6,127.98,L,-19.38000000000001
2024,6,malle_dips_pouches,Pop Lockett Drop it,160.44,134.58,W,25.859999999999985
2024,7,Buttermilk Puuump,ThreatLevelMidnight,94.6,139.9,L,-45.30000000000001
2024,7,Ginger FC,malle_dips_pouches,113.3,112.46,W,0.8400000000000034
2024,7,Joe Mantegna,Uncle Rico,102.56,86.86,W,15.700000000000003
2024,7,Malle ❤️ 🐸,Post Mahomes,104.66,156.64,L,-51.97999999999999
2024,7,Patty Primetimes,Voldemort,94.04,89.92,W,4.1200000000000045
2024,7,Pop Lockett Drop it,The Big Gronkowski,79.54,112.34,L,-32.8
2024,7,Post Mahomes,Malle ❤️ 🐸,156.64,104.66,W,51.97999999999999
2024,7,The Big Gronkowski,Pop Lockett Drop it,112.34,79.54,W,32.8
2024,7,ThreatLevelMidnight,Buttermilk Puuump,139.9,94.6,W,45.30000000000001
2024,7,Uncle Rico,Joe Mantegna,86.86,102.56,L,-15.700000000000003
2024,7,Voldemort,Patty Primetimes,89.92,94.04,L,-4.1200000000000045
2024,7,malle_dips_pouches,Ginger FC,112.46,113.3,L,-0.8400000000000034
2024,8,Buttermilk Puuump,Ginger FC,113.3,126.74,L,-13.439999999999998
2024,8,Ginger FC,Buttermilk Puuump,126.74,113.3,W,13.439999999999998
2024,8,Joe Mantegna,Patty Primetimes,118.16,134.04,L,-15.879999999999995
2024,8,Malle ❤️ 🐸,Voldemort,122.74,103.92,W,18.819999999999993
2024,8,Patty Primetimes,Joe Mantegna,134.04,118.16,W,15.879999999999995
2024,8,Pop Lockett Drop it,Post Mahomes,108.82,125.36,L,-16.540000000000006
2024,8,Post Mahomes,Pop Lockett Drop it,125.36,108.82,W,16.540000000000006
2024,8,The Big Gronkowski,malle_dips_pouches,82.36,110.34,L,-27.980000000000004
2024,8,ThreatLevelMidnight,Uncle Rico,120.28,111.28,W,9.0
2024,8,Uncle Rico,ThreatLevelMidnight,111.28,120.28,L,-9.0
2024,8,Voldemort,Malle ❤️ 🐸,103.92,122.74,L,-18.819999999999993
2024,8,malle_dips_pouches,The Big Gronkowski,110.34,82.36,W,27.980000000000004
2024,9,Buttermilk Puuump,malle_dips_pouches,77.7,88.58,L,-10.879999999999995
2024,9,Ginger FC,Uncle Rico,117.98,156.54,L,-38.55999999999999
2024,9,Joe Mantegna,Malle ❤️ 🐸,99.72,124.4,L,-24.680000000000007
2024,9,Malle ❤️ 🐸,Joe Mantegna,124.4,99.72,W,24.680000000000007
2024,9,Patty Primetimes,ThreatLevelMidnight,127.96,69.06,W,58.89999999999999
2024,9,Pop Lockett Drop it,Voldemort,119.54,102.5,W,17.040000000000006
2024,9,Post Mahomes,The Big Gronkowski,113.4,128.82,L,-15.419999999999987
2024,9,The Big Gronkowski,Post Mahomes,128.82,113.4,W,15.419999999999987
2024,9,ThreatLevelMidnight,Patty Primetimes,69.06,127.96,L,-58.89999999999999
2024,9,Uncle Rico,Ginger FC,156.54,117.98,W,38.55999999999999
2024,9,Voldemort,Pop Lockett Drop it,102.5,119.54,L,-17.040000000000006
2024,9,malle_dips_pouches,Buttermilk Puuump,88.58,77.7,W,10.879999999999995
2024,10,Buttermilk Puuump,Uncle Rico,84.3,97.24,L,-12.939999999999998
2024,10,Ginger FC,Patty Primetimes,79.74,89.68,L,-9.940000000000012
2024,10,Joe Mantegna,Pop Lockett Drop it,88.08,112.18,L,-24.10000000000001
2024,10,Malle ❤️ 🐸,ThreatLevelMidnight,92.38,132.44,L,-40.06
2024,10,Patty Primetimes,Ginger FC,89.68,79.74,W,9.940000000000012
2024,10,Pop Lockett Drop it,Joe Mantegna,112.18,88.08,W,24.10000000000001
2024,10,Post Mahomes,malle_dips_pouches,123.3,93.94,W,29.36
2024,10,The Big Gronkowski,Voldemort,102.62,86.6,W,16.02000000000001
2024,10,ThreatLevelMidnight,Malle ❤️ 🐸,132.44,92.38,W,40.06
2024,10,Uncle Rico,Buttermilk Puuump,97.24,84.3,W,12.939999999999998
2024,10,Voldemort,The Big Gronkowski,86.6,102.62,L,-16.02000000000001
2024,10,malle_dips_pouches,Post Mahomes,93.94,123.3,L,-29.36
2024,11,Buttermilk Puuump,Patty Primetimes,145.68,81.64,W,64.04
2024,11,Ginger FC,Malle ❤️ 🐸,106.84,113.24,L,-6.3999999999999915
2024,11,Joe Mantegna,The Big Gronkowski,90.86,105.24,L,-14.379999999999995
2024,11,Malle ❤️ 🐸,Ginger FC,113.24,106.84,W,6.3999999999999915
2024,11,Patty Primetimes,Buttermilk Puuump,81.64,145.68,L,-64.04
2024,11,Pop Lockett Drop it,ThreatLevelMidnight,83.08,111.28,L,-28.200000000000003
2024,11,Post Mahomes,Voldemort,122.68,110.78,W,11.900000000000006
2024,11,The Big Gronkowski,Joe Mantegna,105.24,90.86,W,14.379999999999995
2024,11,ThreatLevelMidnight,Pop Lockett Drop it,111.28,83.08,W,28.200000000000003
2024,11,Uncle Rico,malle_dips_pouches,88.84,125.94,L,-37.099999999999994
2024,11,Voldemort,Post Mahomes,110.78,122.68,L,-11.900000000000006
2024,11,malle_dips_pouches,Uncle Rico,125.94,88.84,W,37.099999999999994
2024,12,Buttermilk Puuump,Malle ❤️ 🐸,90.46,115.96,L,-25.5
2024,12,Ginger FC,Pop Lockett Drop it,90.32,102.78,L,-12.460000000000008
2024,12,Joe Mantegna,Post Mahomes,110.78,97.28,W,13.5
2024,12,Malle ❤️ 🐸,Buttermilk Puuump,115.96,90.46,W,25.5
2024,12,Patty Primetimes,Uncle Rico,127.5,106.76,W,20.739999999999995
2024,12,Pop Lockett Drop it,Ginger FC,102.78,90.32,W,12.460000000000008
2024,12,Post Mahomes,Joe Mantegna,97.28,110.78,L,-13.5
2024,12,The Big Gronkowski,ThreatLevelMidnight,105.42,109.02,L,-3.5999999999999943
2024,12,ThreatLevelMidnight,The Big Gronkowski,109.02,105.42,W,3.5999999999999943
2024,12,Uncle Rico,Patty Primetimes,106.76,127.5,L,-20.739999999999995
2024,12,Voldemort,malle_dips_pouches,99.32,88.8,W,10.519999999999996
2024,12,malle_dips_pouches,Voldemort,88.8,99.32,L,-10.519999999999996
2024,13,Buttermilk Puuump,Pop Lockett Drop it,139.74,158.18,L,-18.439999999999998
2024,13,Ginger FC,The Big Gronkowski,105.86,119.06,L,-13.200000000000003
2024,13,Joe Mantegna,Voldemort,130.4,97.62,W,32.78
2024,13,Malle ❤️ 🐸,Uncle Rico,81.22,88.04,L,-6.820000000000007
2024,13,Patty Primetimes,malle_dips_pouches,122.14,137.1,L,-14.959999999999994
2024,13,Pop Lockett Drop it,Buttermilk Puuump,158.18,139.74,W,18.439999999999998
2024,13,Post Mahomes,ThreatLevelMidnight,113.58,91.3,W,22.28
2024,13,The Big Gronkowski,Ginger FC,119.06,105.86,W,13.200000000000003
2024,13,ThreatLevelMidnight,Post Mahomes,91.3,113.58,L,-22.28
2024,13,Uncle Rico,Malle ❤️ 🐸,88.04,81.22,W,6.820000000000007
2024,13,Voldemort,Joe Mantegna,97.62,130.4,L,-32.78
2024,13,malle_dips_pouches,Patty Primetimes,137.1,122.14,W,14.959999999999994
2024,14,Buttermilk Puuump,The Big Gronkowski,133.32,105.66,W,27.659999999999997
2024,14,Ginger FC,Post Mahomes,99.04,103.32,L,-4.279999999999987
2024,14,Joe Mantegna,malle_dips_pouches,57.44,126.18,L,-68.74000000000001
2024,14,Malle ❤️ 🐸,Patty Primetimes,103.32,124.98,L,-21.66000000000001
2024,14,Patty Primetimes,Malle ❤️ 🐸,124.98,103.32,W,21.66000000000001
2024,14,Pop Lockett Drop it,Uncle Rico,94.02,125.8,L,-31.78
2024,14,Post Mahomes,Ginger FC,103.32,99.04,W,4.279999999999987
2024,14,The Big Gronkowski,Buttermilk Puuump,105.66,133.32,L,-27.659999999999997
2024,14,ThreatLevelMidnight,Voldemort,148.6,176.08,L,-27.480000000000018
2024,14,Uncle Rico,Pop Lockett Drop it,125.8,94.02,W,31.78
2024,14,Voldemort,ThreatLevelMidnight,176.08,148.6,W,27.480000000000018
2024,14,malle_dips_pouches,Joe Mantegna,126.18,57.44,W,68.74000000000001
2025,1,Buttermilk Puuump,Ginger FC,93.7,102.82,L,-9.11999999999999
2025,1,Ginger FC,Buttermilk Puuump,102.82,93.7,W,9.11999999999999
2025,1,Joe Mantegna,ThreatLevelMidnight,83.04,100.88,L,-17.83999999999999
2025,1,Malle ❤️ 🐸,Patty Primetimes,74.72,140.36,L,-65.64000000000001
2025,1,Patty Primetimes,Malle ❤️ 🐸,140.36,74.72,W,65.64000000000001
2025,1,Pop Lockett Drop it,malle_dips_pouches,119.26,89.68,W,29.58
2025,1,Post Mahomes,The Big Gronkowski,125.82,72.68,W,53.139999999999986
2025,1,The Big Gronkowski,Post Mahomes,72.68,125.82,L,-53.139999999999986
2025,1,ThreatLevelMidnight,Joe Mantegna,100.88,83.04,W,17.83999999999999
2025,1,Uncle Rico,Voldemort,93.92,117.12,L,-23.200000000000003
2025,1,Voldemort,Uncle Rico,117.12,93.92,W,23.200000000000003
2025,1,malle_dips_pouches,Pop Lockett Drop it,89.68,119.26,L,-29.58
2025,2,Buttermilk Puuump,malle_dips_pouches,134.16,88.74,W,45.42
2025,2,Ginger FC,Joe Mantegna,98.98,157.44,L,-58.459999999999994
2025,2,Joe Mantegna,Ginger FC,157.44,98.98,W,58.459999999999994
2025,2,Malle ❤️ 🐸,Voldemort,79.4,111.0,L,-31.599999999999994
2025,2,Patty Primetimes,Post Mahomes,95.22,92.58,W,2.6400000000000006
2025,2,Pop Lockett Drop it,Uncle Rico,130.4,97.24,W,33.16000000000001
2025,2,Post Mahomes,Patty Primetimes,92.58,95.22,L,-2.6400000000000006
2025,2,The Big Gronkowski,ThreatLevelMidnight,95.74,101.2,L,-5.460000000000008
2025,2,ThreatLevelMidnight,The Big Gronkowski,101.2,95.74,W,5.460000000000008
2025,2,Uncle Rico,Pop Lockett Drop it,97.24,130.4,L,-33.16000000000001
2025,2,Voldemort,Malle ❤️ 🐸,111.0,79.4,W,31.599999999999994
2025,2,malle_dips_pouches,Buttermilk Puuump,88.74,134.16,L,-45.42
2025,3,Buttermilk Puuump,Uncle Rico,76.28,141.02,L,-64.74000000000001
2025,3,Ginger FC,malle_dips_pouches,103.6,79.84,W,23.75999999999999
2025,3,Joe Mantegna,The Big Gronkowski,78.32,107.84,L,-29.52000000000001
2025,3,Malle ❤️ 🐸,Pop Lockett Drop it,90.98,117.02,L,-26.039999999999992
2025,3,Patty Primetimes,ThreatLevelMidnight,115.02,105.82,W,9.200000000000003
2025,3,Pop Lockett Drop it,Malle ❤️ 🐸,117.02,90.98,W,26.039999999999992
2025,3,Post Mahomes,Voldemort,137.56,84.06,W,53.5
2025,3,The Big Gronkowski,Joe Mantegna,107.84,78.32,W,29.52000000000001
2025,3,ThreatLevelMidnight,Patty Primetimes,105.82,115.02,L,-9.200000000000003
2025,3,Uncle Rico,Buttermilk Puuump,141.02,76.28,W,64.74000000000001
2025,3,Voldemort,Post Mahomes,84.06,137.56,L,-53.5
2025,3,malle_dips_pouches,Ginger FC,79.84,103.6,L,-23.75999999999999
2025,4,Buttermilk Puuump,Malle ❤️ 🐸,144.62,123.26,W,21.36
2025,4,Ginger FC,The Big Gronkowski,97.52,90.42,W,7.099999999999994
2025,4,Joe Mantegna,Patty Primetimes,94.24,131.86,L,-37.62000000000002
2025,4,Malle ❤️ 🐸,Buttermilk Puuump,123.26,144.62,L,-21.36
2025,4,Patty Primetimes,Joe Mantegna,131.86,94.24,W,37.62000000000002
2025,4,Pop Lockett Drop it,Post Mahomes,93.58,123.5,L,-29.92
2025,4,Post Mahomes,Pop Lockett Drop it,123.5,93.58,W,29.92
2025,4,The Big Gronkowski,Ginger FC,90.42,97.52,L,-7.099999999999994
2025,4,ThreatLevelMidnight,Voldemort,144.26,125.1,W,19.159999999999997
2025,4,Uncle Rico,malle_dips_pouches,103.58,110.4,L,-6.820000000000007
2025,4,Voldemort,ThreatLevelMidnight,125.1,144.26,L,-19.159999999999997
2025,4,malle_dips_pouches,Uncle Rico,110.4,103.58,W,6.820000000000007
2025,5,Buttermilk Puuump,Post Mahomes,122.32,120.02,W,2.299999999999997
2025,5,Ginger FC,Uncle Rico,86.74,154.78,L,-68.04
2025,5,Joe Mantegna,Voldemort,122.88,121.9,W,0.9799999999999898
2025,5,Malle ❤️ 🐸,malle_dips_pouches,89.34,119.1,L,-29.75999999999999
2025,5,Patty Primetimes,The Big Gronkowski,107.12,66.12,W,41.0
2025,5,Pop Lockett Drop it,ThreatLevelMidnight,118.46,141.46,L,-23.000000000000014
2025,5,Post Mahomes,Buttermilk Puuump,120.02,122.32,L,-2.299999999999997
2025,5,The Big Gronkowski,Patty Primetimes,66.12,107.12,L,-41.0
2025,5,ThreatLevelMidnight,Pop Lockett Drop it,141.46,118.46,W,23.000000000000014
2025,5,Uncle Rico,Ginger FC,154.78,86.74,W,68.04
2025,5,Voldemort,Joe Mantegna,121.9,122.88,L,-0.9799999999999898
2025,5,malle_dips_pouches,Malle ❤️ 🐸,119.1,89.34,W,29.75999999999999
2025,6,Buttermilk Puuump,ThreatLevelMidnight,102.42,133.54,L,-31.11999999999999
2025,6,Ginger FC,Patty Primetimes,103.06,108.6,L,-5.539999999999992
2025,6,Joe Mantegna,Pop Lockett Drop it,81.36,76.74,W,4.6200000000000045
2025,6,Malle ❤️ 🐸,Uncle Rico,139.84,101.8,W,38.040000000000006
2025,6,Patty Primetimes,Ginger FC,108.6,103.06,W,5.539999999999992
2025,6,Pop Lockett Drop it,Joe Mantegna,76.74,81.36,L,-4.6200000000000045
2025,6,Post Mahomes,malle_dips_pouches,132.68,92.82,W,39.860000000000014
2025,6,The Big Gronkowski,Voldemort,99.84,72.0,W,27.840000000000003
2025,6,ThreatLevelMidnight,Buttermilk Puuump,133.54,102.42,W,31.11999999999999
2025,6,Uncle Rico,Malle ❤️ 🐸,101.8,139.84,L,-38.040000000000006
2025,6,Voldemort,The Big Gronkowski,72.0,99.84,L,-27.840000000000003
2025,6,malle_dips_pouches,Post Mahomes,92.82,132.68,L,-39.860000000000014
2025,7,Buttermilk Puuump,Joe Mantegna,111.44,151.86,L,-40.420000000000016
2025,7,Ginger FC,Malle ❤️ 🐸,165.7,86.04,W,79.65999999999998
2025,7,Joe Mantegna,Buttermilk Puuump,151.86,111.44,W,40.420000000000016
2025,7,Malle ❤️ 🐸,Ginger FC,86.04,165.7,L,-79.65999999999998
2025,7,Patty Primetimes,Voldemort,79.18,100.34,L,-21.159999999999997
2025,7,Pop Lockett Drop it,The Big Gronkowski,138.98,99.36,W,39.61999999999999
2025,7,Post Mahomes,Uncle Rico,124.54,145.02,L,-20.480000000000004
2025,7,The Big Gronkowski,Pop Lockett Drop it,99.36,138.98,L,-39.61999999999999
2025,7,ThreatLevelMidnight,malle_dips_pouches,125.42,57.74,W,67.68
2025,7,Uncle Rico,Post Mahomes,145.02,124.54,W,20.480000000000004
2025,7,Voldemort,Patty Primetimes,100.34,79.18,W,21.159999999999997
2025,7,malle_dips_pouches,ThreatLevelMidnight,57.74,125.42,L,-67.68
2025,8,Buttermilk Puuump,The Big Gronkowski,134.46,79.02,W,55.44000000000001
2025,8,Ginger FC,Voldemort,130.68,85.56,W,45.120000000000005
2025,8,Joe Mantegna,malle_dips_pouches,114.18,83.66,W,30.52000000000001
2025,8,Malle ❤️ 🐸,Post Mahomes,97.62,114.96,L,-17.33999999999999
2025,8,Patty Primetimes,Pop Lockett Drop it,169.62,97.72,W,71.9
2025,8,Pop Lockett Drop it,Patty Primetimes,97.72,169.62,L,-71.9
2025,8,Post Mahomes,Malle ❤️ 🐸,114.96,97.62,W,17.33999999999999
2025,8,The Big Gronkowski,Buttermilk Puuump,79.02,134.46,L,-55.44000000000001
2025,8,ThreatLevelMidnight,Uncle Rico,64.58,134.18,L,-69.60000000000001
2025,8,Uncle Rico,ThreatLevelMidnight,134.18,64.58,W,69.60000000000001
2025,8,Voldemort,Ginger FC,85.56,130.68,L,-45.120000000000005
2025,8,malle_dips_pouches,Joe Mantegna,83.66,114.18,L,-30.52000000000001
2025,9,Buttermilk Puuump,Patty Primetimes,88.62,98.52,L,-9.899999999999991
2025,9,Ginger FC,Post Mahomes,128.2,104.7,W,23.499999999999986
2025,9,Joe Mantegna,Uncle Rico,78.02,105.98,L,-27.960000000000008
2025,9,Malle ❤️ 🐸,ThreatLevelMidnight,89.12,154.28,L,-65.16
2025,9,Patty Primetimes,Buttermilk Puuump,98.52,88.62,W,9.899999999999991
2025,9,Pop Lockett Drop it,Voldemort,126.24,116.22,W,10.019999999999996
2025,9,Post Mahomes,Ginger FC,104.7,128.2,L,-23.499999999999986
2025,9,The Big Gronkowski,malle_dips_pouches,85.5,97.58,L,-12.079999999999998
2025,9,ThreatLevelMidnight,Malle ❤️ 🐸,154.28,89.12,W,65.16
2025,9,Uncle Rico,Joe Mantegna,105.98,78.02,W,27.960000000000008
2025,9,Voldemort,Pop Lockett Drop it,116.22,126.24,L,-10.019999999999996
2025,9,malle_dips_pouches,The Big Gronkowski,97.58,85.5,W,12.079999999999998
2025,10,Buttermilk Puuump,Voldemort,87.94,91.12,L,-3.180000000000007
2025,10,Ginger FC,Pop Lockett Drop it,130.8,110.44,W,20.360000000000014
2025,10,Joe Mantegna,Malle ❤️ 🐸,89.9,102.12,L,-12.219999999999999
2025,10,Malle ❤️ 🐸,Joe Mantegna,102.12,89.9,W,12.219999999999999
2025,10,Patty Primetimes,malle_dips_pouches,107.24,85.92,W,21.319999999999993
2025,10,Pop Lockett Drop it,Ginger FC,110.44,130.8,L,-20.360000000000014
2025,10,Post Mahomes,ThreatLevelMidnight,125.32,89.82,W,35.5
2025,10,The Big Gronkowski,Uncle Rico,115.4,146.6,L,-31.19999999999999
2025,10,ThreatLevelMidnight,Post Mahomes,89.82,125.32,L,-35.5
2025,10,Uncle Rico,The Big Gronkowski,146.6,115.4,W,31.19999999999999
2025,10,Voldemort,Buttermilk Puuump,91.12,87.94,W,3.180000000000007
2025,10,malle_dips_pouches,Patty Primetimes,85.92,107.24,L,-21.319999999999993
2025,11,Buttermilk Puuump,Pop Lockett Drop it,83.46,112.1,L,-28.64
2025,11,Ginger FC,ThreatLevelMidnight,98.94,127.92,L,-28.980000000000004
2025,11,Joe Mantegna,Post Mahomes,86.6,111.74,L,-25.14
2025,11,Malle ❤️ 🐸,The Big Gronkowski,106.12,130.14,L,-24.019999999999982
2025,11,Patty Primetimes,Uncle Rico,133.78,101.84,W,31.939999999999998
2025,11,Pop Lockett Drop it,Buttermilk Puuump,112.1,83.46,W,28.64
2025,11,Post Mahomes,Joe Mantegna,111.74,86.6,W,25.14
2025,11,The Big Gronkowski,Malle ❤️ 🐸,130.14,106.12,W,24.019999999999982
2025,11,ThreatLevelMidnight,Ginger FC,127.92,98.94,W,28.980000000000004
2025,11,Uncle Rico,Patty Primetimes,101.84,133.78,L,-31.939999999999998
2025,11,Voldemort,malle_dips_pouches,81.54,85.7,L,-4.159999999999997
2025,11,malle_dips_pouches,Voldemort,85.7,81.54,W,4.159999999999997
2025,12,Buttermilk Puuump,Ginger FC,111.06,118.22,L,-7.159999999999997
2025,12,Ginger FC,Buttermilk Puuump,118.22,111.06,W,7.159999999999997
2025,12,Joe Mantegna,ThreatLevelMidnight,91.22,125.58,L,-34.36
2025,12,Malle ❤️ 🐸,Patty Primetimes,76.54,126.82,L,-50.27999999999999
2025,12,Patty Primetimes,Malle ❤️ 🐸,126.82,76.54,W,50.27999999999999
2025,12,Pop Lockett Drop it,malle_dips_pouches,100.92,120.16,L,-19.239999999999995
2025,12,Post Mahomes,The Big Gronkowski,112.38,108.96,W,3.4200000000000017
2025,12,The Big Gronkowski,Post Mahomes,108.96,112.38,L,-3.4200000000000017
2025,12,ThreatLevelMidnight,Joe Mantegna,125.58,91.22,W,34.36
2025,12,Uncle Rico,Voldemort,99.84,109.96,L,-10.11999999999999
2025,12,Voldemort,Uncle Rico,109.96,99.84,W,10.11999999999999
2025,12,malle_dips_pouches,Pop Lockett Drop it,120.16,100.92,W,19.239999999999995
2025,13,Buttermilk Puuump,malle_dips_pouches,94.94,95.0,L,-0.060000000000002274
2025,13,Ginger FC,Joe Mantegna,105.54,104.54,W,1.0
2025,13,Joe Mantegna,Ginger FC,104.54,105.54,L,-1.0
2025,13,Malle ❤️ 🐸,Voldemort,91.96,50.62,W,41.339999999999996
2025,13,Patty Primetimes,Post Mahomes,97.82,132.04,L,-34.22
2025,13,Pop Lockett Drop it,Uncle Rico,123.12,83.94,W,39.18000000000001
2025,13,Post Mahomes,Patty Primetimes,132.04,97.82,W,34.22
2025,13,The Big Gronkowski,ThreatLevelMidnight,133.68,128.34,W,5.340000000000003
2025,13,ThreatLevelMidnight,The Big Gronkowski,128.34,133.68,L,-5.340000000000003
2025,13,Uncle Rico,Pop Lockett Drop it,83.94,123.12,L,-39.18000000000001
2025,13,Voldemort,Malle ❤️ 🐸,50.62,91.96,L,-41.339999999999996
2025,13,malle_dips_pouches,Buttermilk Puuump,95.0,94.94,W,0.060000000000002274
2025,14,Buttermilk Puuump,Uncle Rico,89.76,103.16,L,-13.399999999999991
2025,14,Ginger FC,malle_dips_pouches,87.56,79.5,W,8.060000000000002
2025,14,Joe Mantegna,The Big Gronkowski,124.88,101.34,W,23.539999999999992
2025,14,Malle ❤️ 🐸,Pop Lockett Drop it,80.66,137.74,L,-57.08000000000001
2025,14,Patty Primetimes,ThreatLevelMidnight,134.64,105.28,W,29.359999999999985
2025,14,Pop Lockett Drop it,Malle ❤️ 🐸,137.74,80.66,W,57.08000000000001
2025,14,Post Mahomes,Voldemort,117.7,135.46,L,-17.760000000000005
2025,14,The Big Gronkowski,Joe Mantegna,101.34,124.88,L,-23.539999999999992
2025,14,ThreatLevelMidnight,Patty Primetimes,105.28,134.64,L,-29.359999999999985
2025,14,Uncle Rico,Buttermilk Puuump,103.16,89.76,W,13.399999999999991
2025,14,Voldemort,Post Mahomes,135.46,117.7,W,17.760000000000005
2025,14,malle_dips_pouches,Ginger FC,79.5,87.56,L,-8.060000000000002
